...1,...2,被保護世帯数...3,被保護世帯数...4,被保護世帯数...5,被保護実人員...6,被保護実人員...7,被保護実人員...8,保護開始世帯数,保護廃止世帯数,year_month
中核市（別掲）,高崎市,2914,2901,13,3435,3422,13,41,30,2021-03-01
中核市（別掲）,川越市,3509,3507,2,4455,4453,2,52,45,2021-03-01
中核市（別掲）,越谷市,3412,3392,20,4410,4383,27,40,55,2021-03-01
中核市（別掲）,川口市,9140,9110,30,11625,11585,40,90,91,2021-03-01
中核市（別掲）,船橋市,7267,7247,20,9140,9110,30,102,66,2021-03-01
中核市（別掲）,柏市,3833,3827,6,4832,4826,6,58,57,2021-03-01
中核市（別掲）,八王子市,7557,7550,7,9485,9478,7,111,75,2021-03-01
中核市（別掲）,横須賀市,4206,4177,29,5348,5310,38,77,63,2021-03-01
中核市（別掲）,富山市,2031,2027,4,2358,2354,4,37,34,2021-03-01
中核市（別掲）,金沢市,3545,3527,18,4076,4053,23,35,38,2021-03-01
中核市（別掲）,福井市,2076,2059,17,2574,2551,23,23,30,2021-03-01
中核市（別掲）,甲府市,2378,2370,8,2854,2846,8,25,21,2021-03-01
中核市（別掲）,長野市,2657,2640,17,3282,3257,25,36,49,2021-03-01
中核市（別掲）,岐阜市,5113,5094,19,6128,6101,27,42,48,2021-03-01
中核市（別掲）,豊橋市,1724,1717,7,2067,2060,7,19,13,2021-03-01
中核市（別掲）,豊田市,1799,1784,15,2396,2377,19,24,29,2021-03-01
中核市（別掲）,岡崎市,1760,1741,19,2213,2193,20,36,32,2021-03-01
中核市（別掲）,大津市,3041,3030,11,3879,3866,13,30,34,2021-03-01
中核市（別掲）,高槻市,4310,4303,7,5802,5790,12,45,37,2021-03-01
中核市（別掲）,東大阪市,13820,13782,38,17596,17543,53,129,162,2021-03-01
中核市（別掲）,豊中市,7583,7552,31,9709,9671,38,70,69,2021-03-01
中核市（別掲）,枚方市,5757,5730,27,7536,7498,38,58,72,2021-03-01
中核市（別掲）,八尾市,5987,5986,1,7764,7761,3,83,51,2021-03-01
中核市（別掲）,寝屋川市,5554,5524,30,7220,7170,50,64,63,2021-03-01
中核市（別掲）,吹田市,4371,4370,1,5687,5686,1,63,50,2021-03-01
中核市（別掲）,姫路市,6648,6636,12,8209,8194,15,71,70,2021-03-01
中核市（別掲）,西宮市,5984,5934,50,7847,7758,89,61,46,2021-03-01
中核市（別掲）,尼崎市,13636,13625,11,17400,17388,12,138,140,2021-03-01
中核市（別掲）,明石市,3889,3874,15,5119,5096,23,40,35,2021-03-01
中核市（別掲）,奈良市,5474,5440,34,7206,7153,53,57,61,2021-03-01
中核市（別掲）,和歌山市,7472,7455,17,8946,8922,24,75,80,2021-03-01
中核市（別掲）,鳥取市,2154,2141,13,2816,2799,17,28,33,2021-03-01
中核市（別掲）,松江市,2090,2083,7,2682,2673,9,31,27,2021-03-01
中核市（別掲）,倉敷市,5352,5339,13,7091,7076,15,75,72,2021-03-01
中核市（別掲）,福山市,4768,4757,11,6063,6052,11,57,60,2021-03-01
中核市（別掲）,呉市,2736,2723,13,3397,3384,13,37,37,2021-03-01
中核市（別掲）,下関市,3133,3119,14,3826,3811,15,32,33,2021-03-01
中核市（別掲）,高松市,4978,4923,55,6218,6156,62,43,55,2021-03-01
中核市（別掲）,松山市,9517,9509,8,11439,11429,10,84,107,2021-03-01
中核市（別掲）,高知市,8790,8745,45,11056,10996,60,54,79,2021-03-01
中核市（別掲）,久留米市,5263,5248,15,6603,6582,21,68,65,2021-03-01
中核市（別掲）,長崎市,9352,9297,55,12109,12043,66,74,77,2021-03-01
中核市（別掲）,佐世保市,3976,3964,12,5006,4989,17,35,34,2021-03-01
中核市（別掲）,大分市,7022,6952,70,8447,8368,79,62,84,2021-03-01
中核市（別掲）,宮崎市,6896,6876,20,8559,8537,22,83,78,2021-03-01
中核市（別掲）,鹿児島市,11762,11643,119,14960,14790,170,159,118,2021-03-01
中核市（別掲）,那覇市,10342,10322,20,13185,13160,25,102,86,2021-03-01
