...1,...2,被保護世帯数...3,被保護世帯数...4,被保護世帯数...5,被保護実人員...6,被保護実人員...7,被保護実人員...8,保護開始世帯数,保護廃止世帯数,year_month
指定都市（別掲）,仙台市,14226,14118,108,18354,18215,139,152,146,2020-12-01
指定都市（別掲）,さいたま市,15530,15481,49,19600,19532,68,157,177,2020-12-01
指定都市（別掲）,千葉市,17334,17182,152,21172,20976,196,300,233,2020-12-01
指定都市（別掲）,横浜市,54650,54549,101,68973,68855,118,631,635,2020-12-01
指定都市（別掲）,川崎市,23840,23814,26,29898,29867,31,294,285,2020-12-01
指定都市（別掲）,相模原市,10644,10612,32,13871,13824,47,133,103,2020-12-01
指定都市（別掲）,新潟市,9264,9231,33,11814,11776,38,107,77,2020-12-01
指定都市（別掲）,静岡市,7534,7465,69,9412,9336,76,98,74,2020-12-01
指定都市（別掲）,浜松市,5712,5656,56,7129,7061,68,76,67,2020-12-01
指定都市（別掲）,名古屋市,38553,38305,248,47367,47062,305,531,490,2020-12-01
指定都市（別掲）,京都市,32108,31731,377,41981,41463,518,231,284,2020-12-01
指定都市（別掲）,大阪市,112563,112009,554,134588,133935,653,1225,1283,2020-12-01
指定都市（別掲）,堺市,19289,19250,39,24865,24816,49,196,191,2020-12-01
指定都市（別掲）,神戸市,33883,33734,149,44082,43905,177,278,277,2020-12-01
指定都市（別掲）,岡山市,9826,9797,29,12779,12735,44,98,106,2020-12-01
指定都市（別掲）,広島市,18431,18366,65,23797,23713,84,211,169,2020-12-01
指定都市（別掲）,北九州市,18299,18223,76,22642,22547,95,146,170,2020-12-01
指定都市（別掲）,福岡市,33596,33459,137,42450,42275,175,321,311,2020-12-01
指定都市（別掲）,熊本市,12034,11998,36,15084,15040,44,153,132,2020-12-01
中核市（別掲）,旭川市,9871,9844,27,12171,12142,29,77,78,2020-12-01
中核市（別掲）,函館市,9345,9335,10,11509,11499,10,92,85,2020-12-01
中核市（別掲）,青森市,6747,6744,3,8294,8291,3,39,40,2020-12-01
中核市（別掲）,八戸市,3444,3435,9,4210,4199,11,37,29,2020-12-01
中核市（別掲）,盛岡市,3837,3818,19,4625,4602,23,42,35,2020-12-01
中核市（別掲）,秋田市,4294,4288,6,5271,5262,9,42,40,2020-12-01
中核市（別掲）,山形市,1798,1781,17,2181,2164,17,19,20,2020-12-01
中核市（別掲）,郡山市,2738,2733,5,3298,3293,5,26,23,2020-12-01
中核市（別掲）,いわき市,3351,3347,4,4273,4269,4,48,39,2020-12-01
中核市（別掲）,福島市,2555,2553,2,3119,3117,2,32,19,2020-12-01
中核市（別掲）,水戸市,4098,4056,42,5208,5149,59,54,39,2020-12-01
中核市（別掲）,宇都宮市,6687,6647,40,8281,8227,54,53,68,2020-12-01
中核市（別掲）,前橋市,3425,3387,38,4140,4088,52,28,28,2020-12-01
中核市（別掲）,高崎市,2921,2905,16,3449,3433,16,39,31,2020-12-01
中核市（別掲）,川越市,3489,3484,5,4437,4432,5,29,27,2020-12-01
中核市（別掲）,越谷市,3387,3366,21,4386,4351,35,42,16,2020-12-01
中核市（別掲）,川口市,9099,9070,29,11575,11532,43,83,74,2020-12-01
中核市（別掲）,船橋市,7213,7189,24,9094,9060,34,78,51,2020-12-01
中核市（別掲）,柏市,3790,3785,5,4795,4790,5,51,33,2020-12-01
中核市（別掲）,八王子市,7494,7483,11,9414,9402,12,54,59,2020-12-01
中核市（別掲）,横須賀市,4172,4143,29,5316,5277,39,67,49,2020-12-01
中核市（別掲）,富山市,1981,1978,3,2279,2276,3,48,19,2020-12-01
中核市（別掲）,金沢市,3523,3506,17,4054,4029,25,38,37,2020-12-01
中核市（別掲）,福井市,2081,2061,20,2581,2559,22,14,21,2020-12-01
中核市（別掲）,甲府市,2365,2352,13,2840,2826,14,27,24,2020-12-01
中核市（別掲）,長野市,2648,2627,21,3286,3254,32,29,31,2020-12-01
中核市（別掲）,岐阜市,5113,5089,24,6134,6107,27,34,38,2020-12-01
中核市（別掲）,豊橋市,1728,1716,12,2063,2051,12,18,13,2020-12-01
中核市（別掲）,豊田市,1807,1798,9,2414,2396,18,28,24,2020-12-01
中核市（別掲）,岡崎市,1731,1715,16,2166,2148,18,30,18,2020-12-01
中核市（別掲）,大津市,3045,3032,13,3903,3889,14,21,25,2020-12-01
中核市（別掲）,高槻市,4270,4261,9,5758,5741,17,47,31,2020-12-01
中核市（別掲）,東大阪市,13863,13824,39,17684,17630,54,115,147,2020-12-01
中核市（別掲）,豊中市,7550,7529,21,9691,9662,29,67,55,2020-12-01
中核市（別掲）,枚方市,5733,5711,22,7519,7484,35,50,60,2020-12-01
中核市（別掲）,八尾市,5961,5958,3,7764,7761,3,58,59,2020-12-01
中核市（別掲）,寝屋川市,5525,5496,29,7212,7162,50,54,51,2020-12-01
中核市（別掲）,吹田市,4319,4318,1,5629,5626,3,38,17,2020-12-01
中核市（別掲）,姫路市,6653,6638,15,8241,8221,20,56,62,2020-12-01
中核市（別掲）,西宮市,5926,5878,48,7786,7695,91,43,37,2020-12-01
中核市（別掲）,尼崎市,13673,13650,23,17438,17407,31,93,103,2020-12-01
中核市（別掲）,明石市,3891,3873,18,5107,5086,21,31,42,2020-12-01
中核市（別掲）,奈良市,5440,5382,58,7202,7103,99,43,35,2020-12-01
中核市（別掲）,和歌山市,7487,7463,24,8983,8950,33,81,61,2020-12-01
中核市（別掲）,鳥取市,2150,2132,18,2816,2797,19,18,21,2020-12-01
中核市（別掲）,松江市,2071,2062,9,2658,2649,9,19,16,2020-12-01
中核市（別掲）,倉敷市,5333,5326,7,7096,7087,9,55,49,2020-12-01
中核市（別掲）,福山市,4759,4750,9,6062,6053,9,45,47,2020-12-01
中核市（別掲）,呉市,2740,2719,21,3418,3390,28,20,26,2020-12-01
中核市（別掲）,下関市,3156,3147,9,3853,3841,12,28,32,2020-12-01
中核市（別掲）,高松市,4983,4921,62,6232,6159,73,35,32,2020-12-01
中核市（別掲）,松山市,9545,9540,5,11482,11477,5,72,59,2020-12-01
中核市（別掲）,高知市,8830,8787,43,11121,11061,60,60,63,2020-12-01
中核市（別掲）,久留米市,5221,5207,14,6546,6527,19,43,40,2020-12-01
中核市（別掲）,長崎市,9380,9315,65,12168,12090,78,56,67,2020-12-01
中核市（別掲）,佐世保市,3993,3978,15,5028,5007,21,35,36,2020-12-01
中核市（別掲）,大分市,7037,6978,59,8451,8387,64,61,40,2020-12-01
中核市（別掲）,宮崎市,6883,6863,20,8528,8508,20,68,75,2020-12-01
中核市（別掲）,鹿児島市,11706,11619,87,14878,14745,133,103,66,2020-12-01
中核市（別掲）,那覇市,10313,10299,14,13178,13162,16,101,75,2020-12-01
