...1,...2,...3,被保護世帯数,...5,...6,被保護実人員,...8,...9,保護開始,保護廃止,year_month
NA,広島,NA,5789,5742,47,7617,7557,60,68,78,2018-11-01
NA,山口,NA,8676,8627,49,10739,10679,60,91,76,2018-11-01
NA,徳島,NA,10569,10529,40,13445,13392,53,78,85,2018-11-01
NA,香川,NA,3387,3353,34,4324,4271,53,32,54,2018-11-01
NA,愛媛,NA,7602,7532,70,9295,9204,91,67,72,2018-11-01
NA,高知,NA,5846,5815,31,7247,7205,42,75,59,2018-11-01
NA,福岡,NA,38009,37835,174,52125,51862,263,294,325,2018-11-01
NA,佐賀,NA,6474,6433,41,7834,7783,51,77,58,2018-11-01
NA,長崎,NA,8071,8028,43,10497,10444,53,94,77,2018-11-01
NA,熊本,NA,7458,7421,37,9399,9353,46,101,90,2018-11-01
NA,大分,NA,9049,8969,80,11142,11043,99,66,76,2018-11-01
NA,宮崎,NA,7374,7336,38,9144,9093,51,97,76,2018-11-01
NA,鹿児島,NA,11933,11783,150,15384,15163,221,120,118,2018-11-01
NA,沖縄,NA,19092,19010,82,24627,24495,132,229,171,2018-11-01
指定都市（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-01
NA,札幌市,NA,55122,55003,119,72527,72377,150,675,566,2018-11-01
NA,仙台市,NA,13716,13633,83,18087,17966,121,193,143,2018-11-01
NA,さいたま市,NA,15343,15272,71,19835,19740,95,184,163,2018-11-01
NA,千葉市,NA,16879,16694,185,20995,20711,284,316,276,2018-11-01
NA,横浜市,NA,54007,53895,112,69976,69821,155,731,654,2018-11-01
NA,川崎市,NA,24006,23957,49,30872,30791,81,329,307,2018-11-01
NA,相模原市,NA,10236,10218,18,13989,13965,24,151,91,2018-11-01
NA,新潟市,NA,9197,9153,44,11946,11895,51,106,88,2018-11-01
NA,静岡市,NA,7228,7172,56,9229,9158,71,75,73,2018-11-01
NA,浜松市,NA,5671,5594,77,7193,7097,96,82,71,2018-11-01
NA,名古屋市,NA,38359,38170,189,47870,47623,247,549,534,2018-11-01
NA,京都市,NA,32604,32224,380,43713,43192,521,323,256,2018-11-01
NA,大阪市,NA,114202,113537,665,139186,138360,826,1256,1327,2018-11-01
NA,堺市,NA,19302,19260,42,25499,25444,55,199,227,2018-11-01
NA,神戸市,NA,34434,34284,150,45836,45632,204,322,319,2018-11-01
NA,岡山市,NA,9992,9952,40,13260,13212,48,96,115,2018-11-01
NA,広島市,NA,18665,18604,61,24794,24714,80,202,205,2018-11-01
NA,北九州市,NA,18392,18309,83,23147,23062,85,176,186,2018-11-01
NA,福岡市,NA,33787,33619,168,43517,43287,230,386,374,2018-11-01
NA,熊本市,NA,11963,11921,42,15403,15346,57,142,136,2018-11-01
中核市　（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-01
NA,旭川市,NA,9955,9926,29,12601,12568,33,101,81,2018-11-01
NA,函館市,NA,9373,9361,12,11834,11822,12,88,91,2018-11-01
NA,青森市,NA,6741,6734,7,8465,8458,7,33,37,2018-11-01
NA,八戸市,NA,3597,3585,12,4454,4435,19,30,28,2018-11-01
NA,盛岡市,NA,3778,3755,23,4693,4661,32,42,31,2018-11-01
NA,秋田市,NA,4347,4342,5,5416,5410,6,50,30,2018-11-01
NA,郡山市,NA,2675,2672,3,3329,3326,3,34,23,2018-11-01
NA,いわき市,NA,3305,3290,15,4273,4258,15,41,26,2018-11-01
NA,福島市,NA,2414,2409,5,2988,2983,5,38,18,2018-11-01
NA,宇都宮市,NA,6678,6622,56,8447,8357,90,54,64,2018-11-01
NA,前橋市,NA,3318,3271,47,4002,3947,55,50,33,2018-11-01
NA,高崎市,NA,2929,2906,23,3517,3491,26,42,32,2018-11-01
NA,川越市,NA,3370,3364,6,4403,4394,9,27,28,2018-11-01
NA,越谷市,NA,3160,3146,14,4232,4215,17,30,33,2018-11-01
NA,川口市,NA,8903,8880,23,11552,11523,29,101,78,2018-11-01
NA,船橋市,NA,7043,6994,49,9027,8949,78,88,65,2018-11-01
NA,柏市,NA,3575,3573,2,4620,4616,4,48,39,2018-11-01
NA,八王子市,NA,7425,7414,11,9515,9503,12,60,69,2018-11-01
NA,横須賀市,NA,4042,4016,26,5193,5149,44,45,29,2018-11-01
NA,富山市,NA,1718,1715,3,1972,1969,3,28,22,2018-11-01
NA,金沢市,NA,3588,3563,25,4212,4185,27,35,30,2018-11-01
NA,長野市,NA,2622,2608,14,3327,3310,17,30,16,2018-11-01
NA,岐阜市,NA,5311,5257,54,6483,6411,72,31,50,2018-11-01
NA,豊橋市,NA,1736,1713,23,2072,2045,27,13,38,2018-11-01
NA,豊田市,NA,1730,1726,4,2347,2343,4,26,28,2018-11-01
NA,岡崎市,NA,1594,1579,15,2041,2020,21,25,20,2018-11-01
NA,大津市,NA,3086,3058,28,4084,4046,38,39,33,2018-11-01
NA,高槻市,NA,4272,4262,10,6008,5996,12,38,40,2018-11-01
NA,東大阪市,NA,14398,14336,62,19019,18928,91,161,142,2018-11-01
NA,豊中市,NA,7626,7593,33,10103,10042,61,57,87,2018-11-01
NA,枚方市,NA,5786,5760,26,7875,7840,35,57,50,2018-11-01
NA,八尾市,NA,5765,5763,2,7793,7789,4,81,57,2018-11-01
NA,姫路市,NA,6765,6749,16,8611,8587,24,69,59,2018-11-01
NA,西宮市,NA,5945,5870,75,8012,7888,124,31,32,2018-11-01
NA,尼崎市,NA,13932,13901,31,18153,18111,42,115,125,2018-11-01
NA,明石市,NA,3943,3923,20,5305,5271,34,34,29,2018-11-01
NA,奈良市,NA,5460,5382,78,7456,7341,115,39,47,2018-11-01
NA,和歌山市,NA,7742,7725,17,9351,9331,20,58,85,2018-11-01
NA,鳥取市,NA,2235,2196,39,3084,3004,80,20,23,2018-11-01
NA,松江市,NA,2105,2092,13,2735,2718,17,29,22,2018-11-01
NA,倉敷市,NA,5276,5263,13,7195,7174,21,57,49,2018-11-01
NA,福山市,NA,4855,4846,9,6342,6330,12,44,24,2018-11-01
NA,呉市,NA,2842,2810,32,3582,3545,37,26,25,2018-11-01
NA,下関市,NA,3372,3353,19,4173,4149,24,30,28,2018-11-01
NA,高松市,NA,4864,4819,45,6180,6126,54,42,44,2018-11-01
NA,松山市,NA,9779,9771,8,11965,11957,8,73,71,2018-11-01
NA,高知市,NA,9155,9095,60,11808,11725,83,63,51,2018-11-01
NA,久留米市,NA,5166,5160,6,6676,6669,7,35,49,2018-11-01
NA,長崎市,NA,9477,9423,54,12563,12499,64,83,45,2018-11-01
NA,佐世保市,NA,4122,4112,10,5303,5288,15,36,26,2018-11-01
NA,大分市,NA,6960,6896,64,8572,8486,86,63,59,2018-11-01
NA,宮崎市,NA,6926,6911,15,8790,8775,15,63,77,2018-11-01
NA,鹿児島市,NA,11689,11533,156,15180,14966,214,78,89,2018-11-01
NA,那覇市,NA,9871,9853,18,12793,12774,19,113,68,2018-11-01
