...1,...2,...3,被保護世帯数,...5,...6,被保護実人員,...8,...9,保護開始,保護廃止,year_month
NA,函館市,NA,9416,9399,17,12006,11989,17,78,76,2018-03-01
NA,青森市,NA,6777,6774,3,8565,8561,4,39,51,2018-03-01
NA,八戸市,NA,3636,3626,10,4541,4531,10,26,41,2018-03-01
NA,盛岡市,NA,3786,3782,4,4788,4781,7,35,59,2018-03-01
NA,秋田市,NA,4285,4281,4,5390,5385,5,33,27,2018-03-01
NA,郡山市,NA,2634,2630,4,3267,3263,4,40,35,2018-03-01
NA,いわき市,NA,3288,3264,24,4286,4259,27,38,55,2018-03-01
NA,宇都宮市,NA,6696,6650,46,8627,8565,62,80,84,2018-03-01
NA,前橋市,NA,3211,3168,43,3913,3853,60,31,26,2018-03-01
NA,高崎市,NA,2893,2876,17,3507,3486,21,47,44,2018-03-01
NA,川越市,NA,3361,3352,9,4411,4398,13,38,22,2018-03-01
NA,越谷市,NA,3082,3068,14,4159,4140,19,46,33,2018-03-01
NA,船橋市,NA,6983,6952,31,9001,8958,43,80,73,2018-03-01
NA,柏市,NA,3495,3491,4,4604,4599,5,39,48,2018-03-01
NA,八王子市,NA,7505,7497,8,9695,9682,13,77,73,2018-03-01
NA,横須賀市,NA,4030,3992,38,5264,5202,62,39,43,2018-03-01
NA,富山市,NA,1650,1646,4,1876,1872,4,25,16,2018-03-01
NA,金沢市,NA,3624,3602,22,4272,4245,27,26,41,2018-03-01
NA,長野市,NA,2561,2547,14,3258,3239,19,37,32,2018-03-01
NA,岐阜市,NA,5314,5243,71,6534,6426,108,43,40,2018-03-01
NA,豊橋市,NA,1757,1748,9,2129,2117,12,15,20,2018-03-01
NA,豊田市,NA,1733,1723,10,2356,2343,13,27,21,2018-03-01
NA,岡崎市,NA,1559,1549,10,2017,1998,19,30,26,2018-03-01
NA,大津市,NA,3085,3073,12,4083,4064,19,32,48,2018-03-01
NA,高槻市,NA,4261,4253,8,6076,6068,8,42,32,2018-03-01
NA,東大阪市,NA,14510,14438,72,19423,19327,96,105,184,2018-03-01
NA,豊中市,NA,7671,7648,23,10220,10177,43,70,70,2018-03-01
NA,枚方市,NA,5722,5698,24,7882,7843,39,54,60,2018-03-01
NA,姫路市,NA,6800,6786,14,8745,8726,19,72,79,2018-03-01
NA,西宮市,NA,5965,5896,69,8135,8014,121,50,49,2018-03-01
NA,尼崎市,NA,13956,13911,45,18329,18266,63,142,148,2018-03-01
NA,奈良市,NA,5470,5397,73,7532,7437,95,36,47,2018-03-01
NA,和歌山市,NA,7758,7737,21,9317,9291,26,84,85,2018-03-01
NA,倉敷市,NA,5278,5272,6,7299,7293,6,70,47,2018-03-01
NA,福山市,NA,4865,4858,7,6475,6465,10,40,40,2018-03-01
NA,呉市,NA,2882,2859,23,3656,3629,27,21,35,2018-03-01
NA,下関市,NA,3401,3391,10,4278,4267,11,24,40,2018-03-01
NA,高松市,NA,4823,4776,47,6145,6094,51,47,52,2018-03-01
NA,松山市,NA,9876,9858,18,12214,12193,21,86,89,2018-03-01
NA,高知市,NA,9244,9171,73,12032,11937,95,87,99,2018-03-01
NA,久留米市,NA,5202,5193,9,6753,6741,12,42,53,2018-03-01
NA,長崎市,NA,9547,9491,56,12814,12743,71,58,67,2018-03-01
NA,佐世保市,NA,4147,4139,8,5407,5398,9,36,58,2018-03-01
NA,大分市,NA,6884,6843,41,8574,8521,53,64,80,2018-03-01
NA,宮崎市,NA,6904,6878,26,8830,8801,29,70,90,2018-03-01
NA,鹿児島市,NA,11678,11582,96,15211,15105,106,81,99,2018-03-01
NA,那覇市,NA,9708,9697,11,12650,12637,13,99,84,2018-03-01
