...1,...2,...3,被保護世帯数,...5,...6,被保護実人員,...8,...9,保護開始,保護廃止,year_month
NA,寝屋川市,NA,5474,5443,31,7165,7113,52,47,28,2020-09-01
NA,吹田市,NA,4318,4315,3,5644,5640,4,49,27,2020-09-01
NA,姫路市,NA,6655,6628,27,8263,8231,32,60,50,2020-09-01
NA,西宮市,NA,5927,5876,51,7802,7709,93,45,37,2020-09-01
NA,尼崎市,NA,13741,13720,21,17532,17499,33,121,126,2020-09-01
NA,明石市,NA,3897,3883,14,5097,5080,17,32,34,2020-09-01
NA,奈良市,NA,5413,5353,60,7185,7085,100,43,33,2020-09-01
NA,和歌山市,NA,7450,7423,27,8954,8921,33,78,58,2020-09-01
NA,鳥取市,NA,2154,2133,21,2833,2808,25,16,20,2020-09-01
NA,松江市,NA,2059,2052,7,2635,2627,8,20,16,2020-09-01
NA,倉敷市,NA,5321,5314,7,7080,7071,9,66,49,2020-09-01
NA,福山市,NA,4769,4756,13,6090,6077,13,32,45,2020-09-01
NA,呉市,NA,2747,2718,29,3435,3390,45,22,18,2020-09-01
NA,下関市,NA,3164,3152,12,3870,3855,15,27,36,2020-09-01
NA,高松市,NA,4967,4919,48,6223,6166,57,46,36,2020-09-01
NA,松山市,NA,9585,9577,8,11508,11500,8,63,79,2020-09-01
NA,高知市,NA,8855,8818,37,11177,11127,50,45,61,2020-09-01
NA,久留米市,NA,5199,5183,16,6545,6525,20,50,35,2020-09-01
NA,長崎市,NA,9385,9324,61,12162,12091,71,53,48,2020-09-01
NA,佐世保市,NA,3981,3965,16,5028,5008,20,21,22,2020-09-01
NA,大分市,NA,7020,6963,57,8444,8382,62,60,48,2020-09-01
NA,宮崎市,NA,6852,6832,20,8507,8487,20,54,52,2020-09-01
NA,鹿児島市,NA,11695,11610,85,14896,14753,143,91,82,2020-09-01
NA,那覇市,NA,10269,10261,8,13125,13117,8,94,76,2020-09-01
