統計表１　生活保護の被保護世帯数及び実人員,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,year_month
NA,福山市,NA,4796,4782,14,6167,6152,15,36,63,2020-01-01
NA,呉市,NA,2781,2756,25,3525,3484,41,21,28,2020-01-01
NA,下関市,NA,3251,3238,13,3987,3970,17,23,39,2020-01-01
NA,高松市,NA,4916,4869,47,6210,6159,51,38,50,2020-01-01
NA,松山市,NA,9718,9709,9,11778,11767,11,51,91,2020-01-01
NA,高知市,NA,8974,8923,51,11435,11370,65,43,84,2020-01-01
NA,久留米市,NA,5135,5120,15,6556,6536,20,30,29,2020-01-01
NA,長崎市,NA,9446,9376,70,12379,12284,95,41,83,2020-01-01
NA,佐世保市,NA,4070,4058,12,5178,5162,16,32,44,2020-01-01
NA,大分市,NA,7022,6965,57,8545,8470,75,48,63,2020-01-01
NA,宮崎市,NA,6876,6849,27,8635,8604,31,57,77,2020-01-01
NA,鹿児島市,NA,11740,11636,104,15108,14958,150,70,106,2020-01-01
NA,那覇市,NA,10183,10173,10,13072,13062,10,89,101,2020-01-01
