"unemp_benefit_number_total","unemp_benefit_number_male","unemp_benefit_number_female","unemp_benefit_yen_total","unemp_benefit_yen_male","unemp_benefit_yen_female","id","date","year","prefec_kanji","prefec"
1636,716,920,187572851,91882063,95690788,31,"2020-03-01",2020,"鳥取","Tottori"
1987,840,1147,229383334,110532509,118850825,32,"2020-03-01",2020,"島根","Shimane"
4489,1891,2598,536326186,264114707,272211479,33,"2020-03-01",2020,"岡山","Okayama"
7456,3003,4453,916039804,426204313,489835491,34,"2020-03-01",2020,"広島","Hiroshima"
3674,1419,2255,457726906,203827346,253899560,35,"2020-03-01",2020,"山口","Yamaguchi"
1902,818,1084,233555039,111735676,121819363,36,"2020-03-01",2020,"徳島","Tokushima"
2728,1103,1625,330896601,156286800,174609801,37,"2020-03-01",2020,"香川","Kagawa"
3611,1390,2221,441585493,198360906,243224587,38,"2020-03-01",2020,"愛媛","Ehime"
2374,992,1382,282558976,129167431,153391545,39,"2020-03-01",2020,"高知","Kochi"
17642,7010,10632,2214697995,1001239048,1213458947,40,"2020-03-01",2020,"福岡","Fukuoka"
2482,931,1551,291340980,128786912,162554068,41,"2020-03-01",2020,"佐賀","Saga"
4689,1770,2919,524669916,231108443,293561473,42,"2020-03-01",2020,"長崎","Nagasaki"
5762,2377,3385,665227388,313765103,351462285,43,"2020-03-01",2020,"熊本","Kumamoto"
3947,1563,2384,452131273,209064871,243066402,44,"2020-03-01",2020,"大分","Oita"
3726,1501,2225,436712649,204432943,232279706,45,"2020-03-01",2020,"宮崎","Miyazaki"
5445,2097,3348,624442789,283947743,340495046,46,"2020-03-01",2020,"鹿児島","Kagoshima"
4135,1760,2375,509312349,244272219,265040130,47,"2020-03-01",2020,"沖縄","Okinawa"
351197,154179,197018,45316111520,22510567569,22805543951,99,"2020-04-01",2020,"全国","zenkoku"
16836,6891,9945,1980448624,936389175,1044059449,1,"2020-04-01",2020,"北海道","Hokkaido"
4312,1858,2454,479436113,239872189,239563924,2,"2020-04-01",2020,"青森","Aomori"
3613,1570,2043,384568050,189825707,194742343,3,"2020-04-01",2020,"岩手","Iwate"
7200,3180,4020,924579191,466714710,457864481,4,"2020-04-01",2020,"宮城","Miyagi"
3065,1375,1690,340511266,174967095,165544171,5,"2020-04-01",2020,"秋田","Akita"
3229,1399,1830,386995675,188793582,198202093,6,"2020-04-01",2020,"山形","Yamagata"
6166,2840,3326,771784398,404992185,366792213,7,"2020-04-01",2020,"福島","Fukushima"
7063,3366,3697,926017193,496460188,429557005,8,"2020-04-01",2020,"茨城","Ibaraki"
5867,2725,3142,761917827,407560316,354357511,9,"2020-04-01",2020,"栃木","Tochigi"
5583,2786,2797,729594074,409180164,320413910,10,"2020-04-01",2020,"群馬","Gunma"
19345,9498,9847,2538099881,1391275681,1146824200,11,"2020-04-01",2020,"埼玉","Saitama"
15358,7213,8145,2208885725,1156792279,1052093446,12,"2020-04-01",2020,"千葉","Chiba"
35641,16182,19459,5324684869,2639772029,2684912840,13,"2020-04-01",2020,"東京","Tokyo"
22671,10764,11907,3259846884,1719778689,1540068195,14,"2020-04-01",2020,"神奈川","Kanagawa"
6251,2601,3650,743046383,352811450,390234933,15,"2020-04-01",2020,"新潟","Niigata"
2495,1083,1412,309521110,149930584,159590526,16,"2020-04-01",2020,"富山","Toyama"
3070,1355,1715,384367565,192028712,192338853,17,"2020-04-01",2020,"石川","Ishikawa"
2052,829,1223,239288630,109468866,129819764,18,"2020-04-01",2020,"福井","Fukui"
2304,1020,1284,296711915,148565318,148146597,19,"2020-04-01",2020,"山梨","Yamanashi"
6366,2803,3563,737184513,364684264,372500249,20,"2020-04-01",2020,"長野","Nagano"
4824,2094,2730,589521793,284357735,305164058,21,"2020-04-01",2020,"岐阜","Gifu"
9882,4461,5421,1244631298,635813708,608817590,22,"2020-04-01",2020,"静岡","Shizuoka"
18879,8280,10599,2576035552,1266796326,1309239226,23,"2020-04-01",2020,"愛知","Aichi"
5653,2495,3158,703291759,351614044,351677715,24,"2020-04-01",2020,"三重","Mie"
4014,1834,2180,499359409,256456917,242902492,25,"2020-04-01",2020,"滋賀","Shiga"
6781,2838,3943,884387366,420229824,464157542,26,"2020-04-01",2020,"京都","Kyoto"
24512,10378,14134,3229450481,1541325632,1688124849,27,"2020-04-01",2020,"大阪","Osaka"
15443,6707,8736,1972311644,969410301,1002901343,28,"2020-04-01",2020,"兵庫","Hyogo"
3275,1483,1792,420755842,215000329,205755513,29,"2020-04-01",2020,"奈良","Nara"
2750,1186,1564,329521565,166584059,162937506,30,"2020-04-01",2020,"和歌山","Wakayama"
1591,734,857,179859801,93098846,86760955,31,"2020-04-01",2020,"鳥取","Tottori"
2110,891,1219,222950022,109756568,113193454,32,"2020-04-01",2020,"島根","Shimane"
4293,1815,2478,492277515,236699081,255578434,33,"2020-04-01",2020,"岡山","Okayama"
7028,2830,4198,847332022,390881208,456450814,34,"2020-04-01",2020,"広島","Hiroshima"
3601,1362,2239,443578955,195249366,248329589,35,"2020-04-01",2020,"山口","Yamaguchi"
2125,928,1197,274995654,137457624,137538030,36,"2020-04-01",2020,"徳島","Tokushima"
2639,1040,1599,296225147,134358019,161867128,37,"2020-04-01",2020,"香川","Kagawa"
3662,1437,2225,451076868,209727042,241349826,38,"2020-04-01",2020,"愛媛","Ehime"
2535,1047,1488,304433094,142949023,161484071,39,"2020-04-01",2020,"高知","Kochi"
17107,6894,10213,2202216407,1019319642,1182896765,40,"2020-04-01",2020,"福岡","Fukuoka"
2479,951,1528,273999056,121147859,152851197,41,"2020-04-01",2020,"佐賀","Saga"
4579,1794,2785,507765129,226567808,281197321,42,"2020-04-01",2020,"長崎","Nagasaki"
5909,2440,3469,674143192,318717280,355425912,43,"2020-04-01",2020,"熊本","Kumamoto"
3888,1512,2376,440634095,204067075,236567020,44,"2020-04-01",2020,"大分","Oita"
3593,1456,2137,400466707,191609628,208857079,45,"2020-04-01",2020,"宮崎","Miyazaki"
5382,2094,3288,609528872,275849186,333679686,46,"2020-04-01",2020,"鹿児島","Kagoshima"
4176,1860,2316,517872389,255660256,262212133,47,"2020-04-01",2020,"沖縄","Okinawa"
399241,172607,226634,48453804872,23694540787,24759264085,99,"2020-05-01",2020,"全国","zenkoku"
19646,7824,11822,2204311866,1024221563,1180090303,1,"2020-05-01",2020,"北海道","Hokkaido"
5202,2186,3016,576059190,281768834,294290356,2,"2020-05-01",2020,"青森","Aomori"
4355,1808,2547,457035832,212228616,244807216,3,"2020-05-01",2020,"岩手","Iwate"
7871,3360,4511,926267926,457586263,468681663,4,"2020-05-01",2020,"宮城","Miyagi"
3468,1538,1930,365421803,184008202,181413601,5,"2020-05-01",2020,"秋田","Akita"
3736,1561,2175,425545048,201033729,224511319,6,"2020-05-01",2020,"山形","Yamagata"
6334,2821,3513,731181627,366005555,365176072,7,"2020-05-01",2020,"福島","Fukushima"
8090,3816,4274,978867714,520386868,458480846,8,"2020-05-01",2020,"茨城","Ibaraki"
6376,2914,3462,785036966,404778533,380258433,9,"2020-05-01",2020,"栃木","Tochigi"
6194,2964,3230,744514919,398413618,346101301,10,"2020-05-01",2020,"群馬","Gunma"
22527,10959,11568,2959065248,1594380148,1364685100,11,"2020-05-01",2020,"埼玉","Saitama"
15905,7443,8462,2060765454,1076465457,984299997,12,"2020-05-01",2020,"千葉","Chiba"
38856,17599,21257,5237196129,2560951138,2676244991,13,"2020-05-01",2020,"東京","Tokyo"
24936,11758,13178,3500516318,1829760584,1670755734,14,"2020-05-01",2020,"神奈川","Kanagawa"
7455,2887,4568,852014583,378521818,473492765,15,"2020-05-01",2020,"新潟","Niigata"
2901,1224,1677,330872967,156672605,174200362,16,"2020-05-01",2020,"富山","Toyama"
3636,1540,2096,422846460,205109118,217737342,17,"2020-05-01",2020,"石川","Ishikawa"
2136,834,1302,241893821,109020930,132872891,18,"2020-05-01",2020,"福井","Fukui"
2793,1274,1519,339596178,173857556,165738622,19,"2020-05-01",2020,"山梨","Yamanashi"
7939,3408,4531,943064403,459636509,483427894,20,"2020-05-01",2020,"長野","Nagano"
5464,2361,3103,624732820,309880138,314852682,21,"2020-05-01",2020,"岐阜","Gifu"
11652,5232,6420,1421840380,716516796,705323584,22,"2020-05-01",2020,"静岡","Shizuoka"
22783,9988,12795,2973209208,1456720944,1516488264,23,"2020-05-01",2020,"愛知","Aichi"
5850,2579,3271,674625051,332820684,341804367,24,"2020-05-01",2020,"三重","Mie"
4770,2135,2635,552161576,285933735,266227841,25,"2020-05-01",2020,"滋賀","Shiga"
8037,3238,4799,958718218,436383843,522334375,26,"2020-05-01",2020,"京都","Kyoto"
28575,11982,16593,3643213055,1722675749,1920537306,27,"2020-05-01",2020,"大阪","Osaka"
17529,7564,9965,2134632056,1052404501,1082227555,28,"2020-05-01",2020,"兵庫","Hyogo"
3823,1722,2101,468097732,244180895,223916837,29,"2020-05-01",2020,"奈良","Nara"
3009,1275,1734,340045563,166377609,173667954,30,"2020-05-01",2020,"和歌山","Wakayama"
1892,815,1077,209280265,101704942,107575323,31,"2020-05-01",2020,"鳥取","Tottori"
2265,934,1331,245291537,114655139,130636398,32,"2020-05-01",2020,"島根","Shimane"
5142,2099,3043,564893934,260985074,303908860,33,"2020-05-01",2020,"岡山","Okayama"
8558,3341,5217,961826146,427815580,534010566,34,"2020-05-01",2020,"広島","Hiroshima"
4005,1523,2482,452282039,197452618,254829421,35,"2020-05-01",2020,"山口","Yamaguchi"
2458,1059,1399,283290786,138033108,145257678,36,"2020-05-01",2020,"徳島","Tokushima"
3081,1244,1837,344199406,157143570,187055836,37,"2020-05-01",2020,"香川","Kagawa"
4040,1562,2478,446252166,202235500,244016666,38,"2020-05-01",2020,"愛媛","Ehime"
2719,1128,1591,293327589,136865043,156462546,39,"2020-05-01",2020,"高知","Kochi"
18910,7571,11339,2127335974,968776121,1158559853,40,"2020-05-01",2020,"福岡","Fukuoka"
3021,1113,1908,328931894,142201947,186729947,41,"2020-05-01",2020,"佐賀","Saga"
5143,2015,3128,541520796,245884534,295636262,42,"2020-05-01",2020,"長崎","Nagasaki"
6631,2666,3965,701489387,326906782,374582605,43,"2020-05-01",2020,"熊本","Kumamoto"
4459,1709,2750,484434888,216068249,268366639,44,"2020-05-01",2020,"大分","Oita"
4053,1567,2486,420358487,189602054,230756433,45,"2020-05-01",2020,"宮崎","Miyazaki"
5919,2258,3661,624426192,283034790,341391402,46,"2020-05-01",2020,"鹿児島","Kagoshima"
5097,2209,2888,551313275,266473198,284840077,47,"2020-05-01",2020,"沖縄","Okinawa"
486371,209984,276387,63410726103,30938493485,32472232618,99,"2020-06-01",2020,"全国","zenkoku"
22008,8639,13369,2646402471,1201180818,1445221653,1,"2020-06-01",2020,"北海道","Hokkaido"
5650,2389,3261,605431751,293968307,311463444,2,"2020-06-01",2020,"青森","Aomori"
5060,2140,2920,555400345,265946564,289453781,3,"2020-06-01",2020,"岩手","Iwate"
10377,4328,6049,1304682997,630194775,674488222,4,"2020-06-01",2020,"宮城","Miyagi"
4107,1747,2360,490282318,237651053,252631265,5,"2020-06-01",2020,"秋田","Akita"
4219,1779,2440,511456273,241372050,270084223,6,"2020-06-01",2020,"山形","Yamagata"
8338,3740,4598,1049136220,535432185,513704035,7,"2020-06-01",2020,"福島","Fukushima"
10183,4744,5439,1300878846,688268150,612610696,8,"2020-06-01",2020,"茨城","Ibaraki"
8080,3617,4463,1068300899,534241648,534059251,9,"2020-06-01",2020,"栃木","Tochigi"
8240,3752,4488,1048982956,541680576,507302380,10,"2020-06-01",2020,"群馬","Gunma"
27691,13196,14495,3691629004,1966098451,1725530553,11,"2020-06-01",2020,"埼玉","Saitama"
21068,9750,11318,3044531856,1575426743,1469105113,12,"2020-06-01",2020,"千葉","Chiba"
51742,23261,28481,7796607117,3824781287,3971825830,13,"2020-06-01",2020,"東京","Tokyo"
30727,14371,16356,4430315730,2312871726,2117444004,14,"2020-06-01",2020,"神奈川","Kanagawa"
8686,3360,5326,1062769101,469197813,593571288,15,"2020-06-01",2020,"新潟","Niigata"
3475,1463,2012,435065240,202724852,232340388,16,"2020-06-01",2020,"富山","Toyama"
4282,1798,2484,552964376,261371732,291592644,17,"2020-06-01",2020,"石川","Ishikawa"
2727,1073,1654,315882957,143971688,171911269,18,"2020-06-01",2020,"福井","Fukui"
3282,1482,1800,394831383,201771866,193059517,19,"2020-06-01",2020,"山梨","Yamanashi"
9528,3955,5573,1135008578,537519273,597489305,20,"2020-06-01",2020,"長野","Nagano"
6758,2945,3813,847457742,410233056,437224686,21,"2020-06-01",2020,"岐阜","Gifu"
14185,6540,7645,1769907985,900655090,869252895,22,"2020-06-01",2020,"静岡","Shizuoka"
26327,11635,14692,3414342144,1684836378,1729505766,23,"2020-06-01",2020,"愛知","Aichi"
7076,3111,3965,898045050,444778837,453266213,24,"2020-06-01",2020,"三重","Mie"
5583,2459,3124,705520468,354316539,351203929,25,"2020-06-01",2020,"滋賀","Shiga"
9839,4023,5816,1286935080,593060144,693874936,26,"2020-06-01",2020,"京都","Kyoto"
34193,14561,19632,4557976586,2189387995,2368588591,27,"2020-06-01",2020,"大阪","Osaka"
20904,8896,12008,2750836218,1330341645,1420494573,28,"2020-06-01",2020,"兵庫","Hyogo"
4497,1986,2511,598642472,303789785,294852687,29,"2020-06-01",2020,"奈良","Nara"
3410,1418,1992,401298051,193482240,207815811,30,"2020-06-01",2020,"和歌山","Wakayama"
2152,937,1215,256954226,123731961,133222265,31,"2020-06-01",2020,"鳥取","Tottori"
2564,1080,1484,294397505,136529907,157867598,32,"2020-06-01",2020,"島根","Shimane"
6106,2543,3563,744232477,352138282,392094195,33,"2020-06-01",2020,"岡山","Okayama"
10246,4024,6222,1296301949,580095172,716206777,34,"2020-06-01",2020,"広島","Hiroshima"
4753,1815,2938,594587911,264404058,330183853,35,"2020-06-01",2020,"山口","Yamaguchi"
2828,1198,1630,355542777,169120148,186422629,36,"2020-06-01",2020,"徳島","Tokushima"
3423,1376,2047,403852798,185318151,218534647,37,"2020-06-01",2020,"香川","Kagawa"
4884,1941,2943,611003453,282655988,328347465,38,"2020-06-01",2020,"愛媛","Ehime"
3104,1281,1823,374973731,174460659,200513072,39,"2020-06-01",2020,"高知","Kochi"
23687,9591,14096,3058127883,1416600963,1641526920,40,"2020-06-01",2020,"福岡","Fukuoka"
3344,1308,2036,400863763,181059161,219804602,41,"2020-06-01",2020,"佐賀","Saga"
5764,2283,3481,642677200,290448200,352229000,42,"2020-06-01",2020,"長崎","Nagasaki"
7845,3187,4658,950703451,446054470,504648981,43,"2020-06-01",2020,"熊本","Kumamoto"
5229,2013,3216,612020965,279528951,332492014,44,"2020-06-01",2020,"大分","Oita"
4652,1795,2857,542682159,242605863,300076296,45,"2020-06-01",2020,"宮崎","Miyazaki"
6994,2673,4321,801292955,360207503,441085452,46,"2020-06-01",2020,"鹿児島","Kagoshima"
6554,2781,3773,798988686,382980782,416007904,47,"2020-06-01",2020,"沖縄","Okinawa"
533170,228092,305078,71352832418,34513944689,36838887729,99,"2020-07-01",2020,"全国","zenkoku"
23587,9012,14575,2967385266,1318408438,1648976828,1,"2020-07-01",2020,"北海道","Hokkaido"
6266,2582,3684,749516127,361286430,388229697,2,"2020-07-01",2020,"青森","Aomori"
5231,2263,2968,626319773,306140591,320179182,3,"2020-07-01",2020,"岩手","Iwate"
11148,4611,6537,1427864287,671556975,756307312,4,"2020-07-01",2020,"宮城","Miyagi"
4306,1827,2479,503845071,244339478,259505593,5,"2020-07-01",2020,"秋田","Akita"
4428,1863,2565,554531807,259254409,295277398,6,"2020-07-01",2020,"山形","Yamagata"
8892,3962,4930,1134343829,569939582,564404247,7,"2020-07-01",2020,"福島","Fukushima"
10998,5061,5937,1502896747,787527491,715369256,8,"2020-07-01",2020,"茨城","Ibaraki"
8589,3867,4722,1164974290,587234289,577740001,9,"2020-07-01",2020,"栃木","Tochigi"
8929,4032,4897,1184638751,595590512,589048239,10,"2020-07-01",2020,"群馬","Gunma"
30421,14262,16159,4342294390,2278882555,2063411835,11,"2020-07-01",2020,"埼玉","Saitama"
23007,10431,12576,3359409723,1704909564,1654500159,12,"2020-07-01",2020,"千葉","Chiba"
57362,25325,32037,8553698284,4104044397,4449653887,13,"2020-07-01",2020,"東京","Tokyo"
34281,15843,18438,5084059007,2617513901,2466545106,14,"2020-07-01",2020,"神奈川","Kanagawa"
9135,3547,5588,1146545359,502532700,644012659,15,"2020-07-01",2020,"新潟","Niigata"
3912,1652,2260,496940713,239707224,257233489,16,"2020-07-01",2020,"富山","Toyama"
4863,2027,2836,621594099,300648656,320945443,17,"2020-07-01",2020,"石川","Ishikawa"
2871,1161,1710,342639891,153398092,189241799,18,"2020-07-01",2020,"福井","Fukui"
3532,1594,1938,490468102,249818677,240649425,19,"2020-07-01",2020,"山梨","Yamanashi"
10344,4281,6063,1335634557,616351595,719282962,20,"2020-07-01",2020,"長野","Nagano"
7956,3404,4552,992781643,479213140,513568503,21,"2020-07-01",2020,"岐阜","Gifu"
16199,7577,8622,2144804462,1123079657,1021724805,22,"2020-07-01",2020,"静岡","Shizuoka"
30357,13499,16858,4296358201,2132851957,2163506244,23,"2020-07-01",2020,"愛知","Aichi"
7711,3388,4323,969155904,485399987,483755917,24,"2020-07-01",2020,"三重","Mie"
6374,2819,3555,817786162,410077057,407709105,25,"2020-07-01",2020,"滋賀","Shiga"
10776,4336,6440,1438295744,651213545,787082199,26,"2020-07-01",2020,"京都","Kyoto"
37714,15808,21906,5143936046,2426683810,2717252236,27,"2020-07-01",2020,"大阪","Osaka"
22919,9699,13220,3073791201,1477032934,1596758267,28,"2020-07-01",2020,"兵庫","Hyogo"
4873,2120,2753,653470506,330737414,322733092,29,"2020-07-01",2020,"奈良","Nara"
3678,1491,2187,437778500,205382660,232395840,30,"2020-07-01",2020,"和歌山","Wakayama"
2325,985,1340,275438367,129827617,145610750,31,"2020-07-01",2020,"鳥取","Tottori"
2759,1126,1633,320655422,150570937,170084485,32,"2020-07-01",2020,"島根","Shimane"
7116,2920,4196,863896410,401354320,462542090,33,"2020-07-01",2020,"岡山","Okayama"
11434,4475,6959,1463137281,656019160,807118121,34,"2020-07-01",2020,"広島","Hiroshima"
5239,1995,3244,634975367,282537181,352438186,35,"2020-07-01",2020,"山口","Yamaguchi"
3029,1315,1714,383470868,188242096,195228772,36,"2020-07-01",2020,"徳島","Tokushima"
3732,1503,2229,444178157,204084886,240093271,37,"2020-07-01",2020,"香川","Kagawa"
5129,2044,3085,646907108,297101565,349805543,38,"2020-07-01",2020,"愛媛","Ehime"
3299,1347,1952,389773151,182214921,207558230,39,"2020-07-01",2020,"高知","Kochi"
24921,9892,15029,3212911601,1474331094,1738580507,40,"2020-07-01",2020,"福岡","Fukuoka"
3544,1365,2179,432117389,191830301,240287088,41,"2020-07-01",2020,"佐賀","Saga"
6247,2451,3796,711683850,327024127,384659723,42,"2020-07-01",2020,"長崎","Nagasaki"
8491,3379,5112,1028197741,472001574,556196167,43,"2020-07-01",2020,"熊本","Kumamoto"
5786,2204,3582,681029392,302375000,378654392,44,"2020-07-01",2020,"大分","Oita"
5013,1904,3109,576847620,256475586,320372034,45,"2020-07-01",2020,"宮崎","Miyazaki"
7238,2785,4453,841495040,385576801,455918239,46,"2020-07-01",2020,"鹿児島","Kagoshima"
7209,3058,4151,888359212,421619806,466739406,47,"2020-07-01",2020,"沖縄","Okinawa"
554557,234694,319863,69896727760,33487569405,36409158355,99,"2020-08-01",2020,"全国","zenkoku"
24354,9190,15164,2873858227,1263830491,1610027736,1,"2020-08-01",2020,"北海道","Hokkaido"
6262,2573,3689,670594373,321774224,348820149,2,"2020-08-01",2020,"青森","Aomori"
5104,2261,2843,581363822,287223804,294140018,3,"2020-08-01",2020,"岩手","Iwate"
11225,4689,6536,1406756698,672733047,734023651,4,"2020-08-01",2020,"宮城","Miyagi"
4394,1886,2508,500646369,243638728,257007641,5,"2020-08-01",2020,"秋田","Akita"
4574,1892,2682,507837545,235857242,271980303,6,"2020-08-01",2020,"山形","Yamagata"
8743,3860,4883,1072358377,539202622,533155755,7,"2020-08-01",2020,"福島","Fukushima"
10973,4990,5983,1395466777,721880365,673586412,8,"2020-08-01",2020,"茨城","Ibaraki"
8634,3871,4763,1085213776,544581360,540632416,9,"2020-08-01",2020,"栃木","Tochigi"
8923,3962,4961,1094597818,545473156,549124662,10,"2020-08-01",2020,"群馬","Gunma"
30727,14305,16422,4043835509,2092532453,1951303056,11,"2020-08-01",2020,"埼玉","Saitama"
23765,10766,12999,3314860797,1676845581,1638015216,12,"2020-08-01",2020,"千葉","Chiba"
60471,26121,34350,8755880432,4106058316,4649822116,13,"2020-08-01",2020,"東京","Tokyo"
35610,16110,19500,5015860441,2533114015,2482746426,14,"2020-08-01",2020,"神奈川","Kanagawa"
