"id","date","koguchi_apply","koguchi_number","koguchi_payment_amount","sogo_apply","sogo_number","sogo_payment_amount","jukyo_apply","jukyo_number","jukyo_payment_amount","year","month","koguchi_number_19Jan","sogo_number_19Jan","jukyo_number_19Jan","koguchi_number_base19Jan","sogo_number_base19Jan","jukyo_number_base19Jan","prefec_kanji","prefec"
32,"2020-11-01",90,98,18950,39,47,30240,3,3,682.773,2020,11,6,0,1,16.333333333333332,Inf,3,"島根","Shimane"
32,"2020-12-01",116,102,19600,53,47,39164,2,2,661.885,2020,12,6,0,1,17,Inf,2,"島根","Shimane"
32,"2021-01-01",88,90,16290,35,40,29705,5,5,601.1,2021,1,6,0,1,15,Inf,5,"島根","Shimane"
32,"2021-02-01",145,142,26620,96,72,47360,6,6,574.473,2021,2,6,0,1,23.666666666666668,Inf,6,"島根","Shimane"
32,"2021-03-01",194,171,31895,270,267,142506,8,7,565.373,2021,3,6,0,1,28.5,Inf,7,"島根","Shimane"
32,"2021-04-01",114,130,23630,158,160,86998,4,4,874.6,2021,4,6,0,1,21.666666666666668,Inf,4,"島根","Shimane"
32,"2021-05-01",111,111,20860,83,94,63710,6,6,953.646,2021,5,6,0,1,18.5,Inf,6,"島根","Shimane"
33,"2019-01-01",NA,0,0,NA,0,0,5,5,548,2019,1,0,0,5,NA,NA,1,"岡山","Okayama"
33,"2019-02-01",NA,0,0,NA,0,0,0,0,463,2019,2,0,0,5,NA,NA,0,"岡山","Okayama"
33,"2019-03-01",NA,0,0,NA,0,0,5,5,444,2019,3,0,0,5,NA,NA,1,"岡山","Okayama"
33,"2019-04-01",NA,2,200,NA,0,0,NA,NA,NA,2019,4,0,0,5,Inf,NA,NA,"岡山","Okayama"
33,"2019-05-01",NA,0,0,NA,0,0,NA,NA,NA,2019,5,0,0,5,NA,NA,NA,"岡山","Okayama"
33,"2019-06-01",NA,1,63,NA,0,0,NA,NA,NA,2019,6,0,0,5,Inf,NA,NA,"岡山","Okayama"
33,"2019-07-01",NA,0,0,NA,0,0,NA,NA,NA,2019,7,0,0,5,NA,NA,NA,"岡山","Okayama"
33,"2019-08-01",NA,0,0,NA,0,0,NA,NA,NA,2019,8,0,0,5,NA,NA,NA,"岡山","Okayama"
33,"2019-09-01",NA,2,200,NA,0,0,NA,NA,NA,2019,9,0,0,5,Inf,NA,NA,"岡山","Okayama"
33,"2019-10-01",NA,1,75,NA,0,0,NA,NA,NA,2019,10,0,0,5,Inf,NA,NA,"岡山","Okayama"
33,"2019-11-01",NA,1,100,NA,0,0,NA,NA,NA,2019,11,0,0,5,Inf,NA,NA,"岡山","Okayama"
33,"2019-12-01",NA,1,100,NA,0,0,NA,NA,NA,2019,12,0,0,5,Inf,NA,NA,"岡山","Okayama"
33,"2020-01-01",NA,1,70,NA,0,0,NA,NA,NA,2020,1,0,0,5,Inf,NA,NA,"岡山","Okayama"
33,"2020-04-01",1804,1349,219235,123,73,37160,77,43,439,2020,4,0,0,5,Inf,Inf,8.6,"岡山","Okayama"
33,"2020-05-01",1885,1712,308080,509,249,133710,300,241,9303.2,2020,5,0,0,5,Inf,Inf,48.2,"岡山","Okayama"
33,"2020-06-01",1947,2087,384210,1034,970,504740,178,204,19770.2,2020,6,0,0,5,Inf,Inf,40.8,"岡山","Okayama"
33,"2020-07-01",2205,2048,394940,1664,1432,736840,102,109,24526.3,2020,7,0,0,5,Inf,Inf,21.8,"岡山","Okayama"
33,"2020-08-01",1577,1703,332920,1241,1208,704345,46,61,21145.8,2020,8,0,0,5,Inf,Inf,12.2,"岡山","Okayama"
33,"2020-09-01",1474,1408,277190,1538,1295,1147460,64,67,11935.7,2020,9,0,0,5,Inf,Inf,13.4,"岡山","Okayama"
33,"2020-10-01",973,1262,247780,1163,1511,1602070,54,54,10497.2,2020,10,0,0,5,Inf,Inf,10.8,"岡山","Okayama"
33,"2020-11-01",523,542,105600,594,700,578380,33,40,9927.74,2020,11,0,0,5,Inf,Inf,8,"岡山","Okayama"
33,"2020-12-01",567,557,108900,696,748,885350,34,36,9645.47,2020,12,0,0,5,Inf,Inf,7.2,"岡山","Okayama"
33,"2021-01-01",601,540,105020,585,622,963310,38,43,9521.47,2021,1,0,0,5,Inf,Inf,8.6,"岡山","Okayama"
33,"2021-02-01",777,700,135690,1141,609,407820,41,33,8927.52,2021,2,0,0,5,Inf,Inf,6.6,"岡山","Okayama"
33,"2021-03-01",1035,960,186700,5791,4143,2371920,48,25,8943.67,2021,3,0,0,5,Inf,Inf,5,"岡山","Okayama"
33,"2021-04-01",799,923,180650,1652,3569,2048480,33,29,16967.47,2021,4,0,0,5,Inf,Inf,5.8,"岡山","Okayama"
33,"2021-05-01",700,632,123290,1270,954,742690,110,36,12169.77,2021,5,0,0,5,Inf,Inf,7.2,"岡山","Okayama"
34,"2019-01-01",NA,4,194,NA,0,0,5,5,788,2019,1,4,0,5,1,NA,1,"広島","Hiroshima"
34,"2019-02-01",NA,2,21,NA,0,0,3,2,619,2019,2,4,0,5,0.5,NA,0.4,"広島","Hiroshima"
34,"2019-03-01",NA,6,432,NA,1,288,3,3,573,2019,3,4,0,5,1.5,Inf,0.6,"広島","Hiroshima"
34,"2019-04-01",NA,4,293,NA,0,0,NA,NA,NA,2019,4,4,0,5,1,NA,NA,"広島","Hiroshima"
34,"2019-05-01",NA,4,181,NA,1,318,NA,NA,NA,2019,5,4,0,5,1,Inf,NA,"広島","Hiroshima"
34,"2019-06-01",NA,4,161,NA,0,0,NA,NA,NA,2019,6,4,0,5,1,NA,NA,"広島","Hiroshima"
34,"2019-07-01",NA,6,431,NA,0,0,NA,NA,NA,2019,7,4,0,5,1.5,NA,NA,"広島","Hiroshima"
34,"2019-08-01",NA,5,348,NA,0,0,NA,NA,NA,2019,8,4,0,5,1.25,NA,NA,"広島","Hiroshima"
34,"2019-09-01",NA,7,303,NA,0,0,NA,NA,NA,2019,9,4,0,5,1.75,NA,NA,"広島","Hiroshima"
34,"2019-10-01",NA,5,123,NA,0,0,NA,NA,NA,2019,10,4,0,5,1.25,NA,NA,"広島","Hiroshima"
34,"2019-11-01",NA,7,359,NA,0,0,NA,NA,NA,2019,11,4,0,5,1.75,NA,NA,"広島","Hiroshima"
34,"2019-12-01",NA,4,260,NA,0,0,NA,NA,NA,2019,12,4,0,5,1,NA,NA,"広島","Hiroshima"
34,"2020-01-01",NA,5,375,NA,0,0,NA,NA,NA,2020,1,4,0,5,1.25,NA,NA,"広島","Hiroshima"
34,"2020-04-01",3294,2442,409900,32,1,288,79,43,821.8,2020,4,4,0,5,610.5,Inf,8.6,"広島","Hiroshima"
34,"2020-05-01",2862,3190,536990,354,69,32898,666,455,14175.31,2020,5,4,0,5,797.5,Inf,91,"広島","Hiroshima"
34,"2020-06-01",2010,2329,395930,474,581,266785,372,509,34959.31,2020,6,4,0,5,582.25,Inf,101.8,"広島","Hiroshima"
34,"2020-07-01",1418,1451,248150,622,657,286824,120,160,40326.14,2020,7,4,0,5,362.75,Inf,32,"広島","Hiroshima"
34,"2020-08-01",1162,1111,197100,471,415,249266,84,85,37257.157,2020,8,4,0,5,277.75,Inf,17,"広島","Hiroshima"
34,"2020-09-01",1028,1016,185690,534,415,368662,76,85,37127.96,2020,9,4,0,5,254,Inf,17,"広島","Hiroshima"
34,"2020-10-01",905,1024,185200,598,742,615721,67,84,31653.63,2020,10,4,0,5,256,Inf,16.8,"広島","Hiroshima"
34,"2020-11-01",424,418,75500,217,291,265409,70,65,29649.31,2020,11,4,0,5,104.5,Inf,13,"広島","Hiroshima"
34,"2020-12-01",459,485,88250,294,264,278421,53,48,28606.93,2020,12,4,0,5,121.25,Inf,9.6,"広島","Hiroshima"
34,"2021-01-01",538,500,90500,327,328,270078,66,58,27986.89,2021,1,4,0,5,125,Inf,11.6,"広島","Hiroshima"
34,"2021-02-01",785,743,136900,634,306,198510,93,73,26321.955,2021,2,4,0,5,185.75,Inf,14.6,"広島","Hiroshima"
34,"2021-03-01",873,821,152850,1517,1149,610293,165,81,24335.32,2021,3,4,0,5,205.25,Inf,16.2,"広島","Hiroshima"
34,"2021-04-01",691,779,143930,910,1504,836122,105,79,28965.64,2021,4,4,0,5,194.75,Inf,15.8,"広島","Hiroshima"
34,"2021-05-01",518,476,87600,468,520,393685,111,50,25152.66,2021,5,4,0,5,119,Inf,10,"広島","Hiroshima"
35,"2019-01-01",NA,2,150,NA,2,444,2,3,396,2019,1,2,2,3,1,1,1,"山口","Yamaguchi"
35,"2019-02-01",NA,4,374,NA,0,0,2,1,224,2019,2,2,2,3,2,0,0.3333333333333333,"山口","Yamaguchi"
35,"2019-03-01",NA,8,734,NA,0,0,6,6,309,2019,3,2,2,3,4,0,2,"山口","Yamaguchi"
35,"2019-04-01",NA,2,118,NA,0,0,NA,NA,NA,2019,4,2,2,3,1,0,NA,"山口","Yamaguchi"
35,"2019-05-01",NA,4,245,NA,1,225,NA,NA,NA,2019,5,2,2,3,2,0.5,NA,"山口","Yamaguchi"
35,"2019-06-01",NA,1,96,NA,0,0,NA,NA,NA,2019,6,2,2,3,0.5,0,NA,"山口","Yamaguchi"
35,"2019-07-01",NA,4,309,NA,0,0,NA,NA,NA,2019,7,2,2,3,2,0,NA,"山口","Yamaguchi"
35,"2019-08-01",NA,5,334,NA,0,0,NA,NA,NA,2019,8,2,2,3,2.5,0,NA,"山口","Yamaguchi"
35,"2019-09-01",NA,2,200,NA,0,0,NA,NA,NA,2019,9,2,2,3,1,0,NA,"山口","Yamaguchi"
35,"2019-10-01",NA,6,493,NA,0,0,NA,NA,NA,2019,10,2,2,3,3,0,NA,"山口","Yamaguchi"
35,"2019-11-01",NA,4,274,NA,1,170,NA,NA,NA,2019,11,2,2,3,2,0.5,NA,"山口","Yamaguchi"
35,"2019-12-01",NA,6,571,NA,0,0,NA,NA,NA,2019,12,2,2,3,3,0,NA,"山口","Yamaguchi"
35,"2020-01-01",NA,2,160,NA,0,0,NA,NA,NA,2020,1,2,2,3,1,0,NA,"山口","Yamaguchi"
35,"2020-04-01",838,838,119609,10,6,2460,46,18,478.1,2020,4,2,2,3,419,3,6,"山口","Yamaguchi"
35,"2020-05-01",870,870,124617,118,122,53623,149,120,2850.1,2020,5,2,2,3,435,61,40,"山口","Yamaguchi"
35,"2020-06-01",713,711,120867,200,200,93986,60,86,7273.9,2020,6,2,2,3,355.5,100,28.666666666666668,"山口","Yamaguchi"
35,"2020-07-01",759,758,136866,471,471,231453,35,48,7461.226,2020,7,2,2,3,379,235.5,16,"山口","Yamaguchi"
35,"2020-08-01",517,517,95754,322,322,203902,17,18,6808.759,2020,8,2,2,3,258.5,161,6,"山口","Yamaguchi"
35,"2020-09-01",500,500,93996,359,358,266800,15,21,6112.392,2020,9,2,2,3,250,179,7,"山口","Yamaguchi"
35,"2020-10-01",370,370,70080,326,326,253040,14,14,5024.634,2020,10,2,2,3,185,163,4.666666666666667,"山口","Yamaguchi"
35,"2020-11-01",135,135,24610,136,136,119022,9,5,4344.467,2020,11,2,2,3,67.5,68,1.6666666666666667,"山口","Yamaguchi"
35,"2020-12-01",160,159,30228,159,159,164580,8,11,4184.3,2020,12,2,2,3,79.5,79.5,3.6666666666666665,"山口","Yamaguchi"
35,"2021-01-01",182,181,33459,202,202,125813,9,8,3704.934,2021,1,2,2,3,90.5,101,2.6666666666666665,"山口","Yamaguchi"
35,"2021-02-01",342,342,64930,494,494,283022,14,12,2554.367,2021,2,2,2,3,171,247,4,"山口","Yamaguchi"
35,"2021-03-01",449,449,85781,885,885,501890,13,15,2281.3,2021,3,2,2,3,224.5,442.5,5,"山口","Yamaguchi"
35,"2021-04-01",334,334,63020,543,543,362095,10,8,2804.3,2021,4,2,2,3,167,271.5,2.6666666666666665,"山口","Yamaguchi"
35,"2021-05-01",206,206,39482,351,351,287871,12,11,1642.1,2021,5,2,2,3,103,175.5,3.6666666666666665,"山口","Yamaguchi"
36,"2019-01-01",NA,3,160,NA,0,0,0,0,0,2019,1,3,0,0,1,NA,NA,"徳島","Tokushima"
36,"2019-02-01",NA,3,205,NA,0,0,0,0,0,2019,2,3,0,0,1,NA,NA,"徳島","Tokushima"
36,"2019-03-01",NA,7,370,NA,0,0,0,0,0,2019,3,3,0,0,2.3333333333333335,NA,NA,"徳島","Tokushima"
36,"2019-04-01",NA,7,282,NA,0,0,NA,NA,NA,2019,4,3,0,0,2.3333333333333335,NA,NA,"徳島","Tokushima"
36,"2019-05-01",NA,5,165,NA,0,0,NA,NA,NA,2019,5,3,0,0,1.6666666666666667,NA,NA,"徳島","Tokushima"
36,"2019-06-01",NA,0,0,NA,0,0,NA,NA,NA,2019,6,3,0,0,0,NA,NA,"徳島","Tokushima"
36,"2019-07-01",NA,2,100,NA,0,0,NA,NA,NA,2019,7,3,0,0,0.6666666666666666,NA,NA,"徳島","Tokushima"
36,"2019-08-01",NA,1,30,NA,0,0,NA,NA,NA,2019,8,3,0,0,0.3333333333333333,NA,NA,"徳島","Tokushima"
36,"2019-09-01",NA,1,50,NA,0,0,NA,NA,NA,2019,9,3,0,0,0.3333333333333333,NA,NA,"徳島","Tokushima"
36,"2019-10-01",NA,2,90,NA,0,0,NA,NA,NA,2019,10,3,0,0,0.6666666666666666,NA,NA,"徳島","Tokushima"
36,"2019-11-01",NA,7,350,NA,0,0,NA,NA,NA,2019,11,3,0,0,2.3333333333333335,NA,NA,"徳島","Tokushima"
36,"2019-12-01",NA,1,30,NA,0,0,NA,NA,NA,2019,12,3,0,0,0.3333333333333333,NA,NA,"徳島","Tokushima"
36,"2020-01-01",NA,1,50,NA,0,0,NA,NA,NA,2020,1,3,0,0,0.3333333333333333,NA,NA,"徳島","Tokushima"
36,"2020-04-01",678,579,97210,46,15,7350,13,5,0,2020,4,3,0,0,193,Inf,Inf,"徳島","Tokushima"
36,"2020-05-01",831,801,149530,350,345,186700,43,35,741.6,2020,5,3,0,0,267,Inf,Inf,"徳島","Tokushima"
36,"2020-06-01",882,812,157940,573,554,295740,28,32,2499.4,2020,6,3,0,0,270.6666666666667,Inf,Inf,"徳島","Tokushima"
36,"2020-07-01",925,768,151180,616,421,220664,13,11,2199.7,2020,7,3,0,0,256,Inf,Inf,"徳島","Tokushima"
36,"2020-08-01",505,384,74540,409,201,81858,18,32,1557.2,2020,8,3,0,0,128,Inf,Inf,"徳島","Tokushima"
36,"2020-09-01",378,256,49890,254,103,72352,14,8,2625.6,2020,9,3,0,0,85.33333333333333,Inf,Inf,"徳島","Tokushima"
36,"2020-10-01",258,207,40350,251,179,136973,16,20,2760.7,2020,10,3,0,0,69,Inf,Inf,"徳島","Tokushima"
36,"2020-11-01",123,97,18750,90,73,54992,10,7,1686.5,2020,11,3,0,0,32.333333333333336,Inf,Inf,"徳島","Tokushima"
36,"2020-12-01",81,81,15300,97,73,48673,7,11,2416.3,2020,12,3,0,0,27,Inf,Inf,"徳島","Tokushima"
36,"2021-01-01",130,89,17500,77,58,38130,5,1,1619.568,2021,1,3,0,0,29.666666666666668,Inf,Inf,"徳島","Tokushima"
36,"2021-02-01",185,140,27400,156,114,62607,5,4,1134.732,2021,2,3,0,0,46.666666666666664,Inf,Inf,"徳島","Tokushima"
36,"2021-03-01",296,233,45480,503,298,135087,9,14,1552.852,2021,3,3,0,0,77.66666666666667,Inf,Inf,"徳島","Tokushima"
36,"2021-04-01",226,177,34470,316,267,159112,7,3,677.852,2021,4,3,0,0,59,Inf,Inf,"徳島","Tokushima"
36,"2021-05-01",158,121,23700,205,139,91512,7,2,695.1,2021,5,3,0,0,40.333333333333336,Inf,Inf,"徳島","Tokushima"
37,"2019-01-01",NA,11,710,NA,0,0,0,0,241,2019,1,11,0,0,1,NA,NA,"香川","Kagawa"
37,"2019-02-01",NA,18,1058,NA,0,0,3,3,270,2019,2,11,0,0,1.6363636363636365,NA,Inf,"香川","Kagawa"
37,"2019-03-01",NA,37,2465,NA,0,0,1,1,253,2019,3,11,0,0,3.3636363636363638,NA,Inf,"香川","Kagawa"
37,"2019-04-01",NA,19,1202,NA,0,0,NA,NA,NA,2019,4,11,0,0,1.7272727272727273,NA,NA,"香川","Kagawa"
37,"2019-05-01",NA,29,1866,NA,0,0,NA,NA,NA,2019,5,11,0,0,2.6363636363636362,NA,NA,"香川","Kagawa"
37,"2019-06-01",NA,20,1257,NA,0,0,NA,NA,NA,2019,6,11,0,0,1.8181818181818181,NA,NA,"香川","Kagawa"
37,"2019-07-01",NA,25,1636,NA,0,0,NA,NA,NA,2019,7,11,0,0,2.272727272727273,NA,NA,"香川","Kagawa"
37,"2019-08-01",NA,15,922,NA,0,0,NA,NA,NA,2019,8,11,0,0,1.3636363636363635,NA,NA,"香川","Kagawa"
37,"2019-09-01",NA,17,1146,NA,0,0,NA,NA,NA,2019,9,11,0,0,1.5454545454545454,NA,NA,"香川","Kagawa"
37,"2019-10-01",NA,27,1894,NA,0,0,NA,NA,NA,2019,10,11,0,0,2.4545454545454546,NA,NA,"香川","Kagawa"
37,"2019-11-01",NA,20,1178,NA,0,0,NA,NA,NA,2019,11,11,0,0,1.8181818181818181,NA,NA,"香川","Kagawa"
37,"2019-12-01",NA,11,685,NA,0,0,NA,NA,NA,2019,12,11,0,0,1,NA,NA,"香川","Kagawa"
37,"2020-01-01",NA,24,1338,NA,0,0,NA,NA,NA,2020,1,11,0,0,2.1818181818181817,NA,NA,"香川","Kagawa"
37,"2020-04-01",928,885,146130,61,49,26400,19,6,0,2020,4,11,0,0,80.45454545454545,Inf,Inf,"香川","Kagawa"
37,"2020-05-01",1066,1026,189270,262,243,128850,115,84,1707.8,2020,5,11,0,0,93.27272727272727,Inf,Inf,"香川","Kagawa"
37,"2020-06-01",773,754,142710,377,339,176600,76,74,6530.636,2020,6,11,0,0,68.54545454545455,Inf,Inf,"香川","Kagawa"
37,"2020-07-01",687,667,129700,395,344,208770,23,36,6379.929,2020,7,11,0,0,60.63636363636363,Inf,Inf,"香川","Kagawa"
37,"2020-08-01",526,523,101150,246,182,156710,13,19,5748.383,2020,8,11,0,0,47.54545454545455,Inf,Inf,"香川","Kagawa"
37,"2020-09-01",430,415,79600,291,218,147460,18,8,5933.656,2020,9,11,0,0,37.72727272727273,Inf,Inf,"香川","Kagawa"
37,"2020-10-01",350,337,64600,255,192,119710,0,21,5736.831,2020,10,11,0,0,30.636363636363637,Inf,Inf,"香川","Kagawa"
37,"2020-11-01",202,181,34250,122,80,51990,9,11,4642.106,2020,11,11,0,0,16.454545454545453,Inf,Inf,"香川","Kagawa"
37,"2020-12-01",226,216,40740,124,83,51020,4,5,4796.3,2020,12,11,0,0,19.636363636363637,Inf,Inf,"香川","Kagawa"
37,"2021-01-01",229,200,38000,140,82,48790,8,6,3306.1,2021,1,11,0,0,18.181818181818183,Inf,Inf,"香川","Kagawa"
37,"2021-02-01",350,328,62520,266,141,81175,15,13,3231.4,2021,2,11,0,0,29.818181818181817,Inf,Inf,"香川","Kagawa"
37,"2021-03-01",478,445,85010,515,390,201530,18,12,3127.5,2021,3,11,0,0,40.45454545454545,Inf,Inf,"香川","Kagawa"
37,"2021-04-01",496,464,89580,492,458,289140,9,15,2796.4,2021,4,11,0,0,42.18181818181818,Inf,Inf,"香川","Kagawa"
37,"2021-05-01",344,315,61240,260,253,186530,9,7,2455.2,2021,5,11,0,0,28.636363636363637,Inf,Inf,"香川","Kagawa"
38,"2019-01-01",NA,15,785,NA,0,0,2,3,325,2019,1,15,0,3,1,NA,1,"愛媛","Ehime"
38,"2019-02-01",NA,15,950,NA,0,0,2,2,225,2019,2,15,0,3,1,NA,0.6666666666666666,"愛媛","Ehime"
38,"2019-03-01",NA,25,1478,NA,0,0,0,2,161,2019,3,15,0,3,1.6666666666666667,NA,0.6666666666666666,"愛媛","Ehime"
38,"2019-04-01",NA,23,1577,NA,0,0,NA,NA,NA,2019,4,15,0,3,1.5333333333333334,NA,NA,"愛媛","Ehime"
38,"2019-05-01",NA,21,1086,NA,0,0,NA,NA,NA,2019,5,15,0,3,1.4,NA,NA,"愛媛","Ehime"
38,"2019-06-01",NA,22,1460,NA,0,0,NA,NA,NA,2019,6,15,0,3,1.4666666666666666,NA,NA,"愛媛","Ehime"
38,"2019-07-01",NA,26,1735,NA,1,417,NA,NA,NA,2019,7,15,0,3,1.7333333333333334,Inf,NA,"愛媛","Ehime"
38,"2019-08-01",NA,14,982,NA,0,0,NA,NA,NA,2019,8,15,0,3,0.9333333333333333,NA,NA,"愛媛","Ehime"
38,"2019-09-01",NA,22,1395,NA,0,0,NA,NA,NA,2019,9,15,0,3,1.4666666666666666,NA,NA,"愛媛","Ehime"
38,"2019-10-01",NA,17,1119,NA,0,0,NA,NA,NA,2019,10,15,0,3,1.1333333333333333,NA,NA,"愛媛","Ehime"
38,"2019-11-01",NA,12,818,NA,0,0,NA,NA,NA,2019,11,15,0,3,0.8,NA,NA,"愛媛","Ehime"
38,"2019-12-01",NA,13,898,NA,0,0,NA,NA,NA,2019,12,15,0,3,0.8666666666666667,NA,NA,"愛媛","Ehime"
38,"2020-01-01",NA,17,1004,NA,0,0,NA,NA,NA,2020,1,15,0,3,1.1333333333333333,NA,NA,"愛媛","Ehime"
38,"2020-04-01",2647,2282,415320,268,184,99300,29,6,95,2020,4,15,0,3,152.13333333333333,Inf,2,"愛媛","Ehime"
38,"2020-05-01",2127,2302,416990,1024,987,515970,133,35,1057.2,2020,5,15,0,3,153.46666666666667,Inf,11.666666666666666,"愛媛","Ehime"
38,"2020-06-01",1635,1690,301610,1229,1237,636850,68,74,4438.6,2020,6,15,0,3,112.66666666666667,Inf,24.666666666666668,"愛媛","Ehime"
38,"2020-07-01",1405,1412,256970,1418,1427,1099630,23,69,9275.5,2020,7,15,0,3,94.13333333333334,Inf,23,"愛媛","Ehime"
38,"2020-08-01",880,939,171400,748,774,839010,26,70,9167.4,2020,8,15,0,3,62.6,Inf,23.333333333333332,"愛媛","Ehime"
38,"2020-09-01",701,679,123070,723,739,845050,22,22,3910,2020,9,15,0,3,45.266666666666666,Inf,7.333333333333333,"愛媛","Ehime"
38,"2020-10-01",588,644,114400,623,656,760580,25,25,3287.94,2020,10,15,0,3,42.93333333333333,Inf,8.333333333333334,"愛媛","Ehime"
38,"2020-11-01",314,316,53920,318,311,386340,13,16,3674.5,2020,11,15,0,3,21.066666666666666,Inf,5.333333333333333,"愛媛","Ehime"
38,"2020-12-01",368,370,66620,368,376,451590,21,17,3545.9,2020,12,15,0,3,24.666666666666668,Inf,5.666666666666667,"愛媛","Ehime"
38,"2021-01-01",440,407,72290,359,354,380610,15,10,3474.4,2021,1,15,0,3,27.133333333333333,Inf,3.3333333333333335,"愛媛","Ehime"
38,"2021-02-01",642,635,114460,796,433,362570,16,16,3173.1,2021,2,15,0,3,42.333333333333336,Inf,5.333333333333333,"愛媛","Ehime"
38,"2021-03-01",783,767,137600,4049,3879,2233080,11,16,3299.5,2021,3,15,0,3,51.13333333333333,Inf,5.333333333333333,"愛媛","Ehime"
38,"2021-04-01",695,724,131670,1456,1879,1199150,23,17,4716.1,2021,4,15,0,3,48.266666666666666,Inf,5.666666666666667,"愛媛","Ehime"
38,"2021-05-01",575,556,97600,800,771,673915,14,13,3809.777,2021,5,15,0,3,37.06666666666667,Inf,4.333333333333333,"愛媛","Ehime"
39,"2019-01-01",NA,3,276,NA,0,0,0,0,32,2019,1,3,0,0,1,NA,NA,"高知","Kochi"
39,"2019-02-01",NA,5,263,NA,0,0,2,2,122,2019,2,3,0,0,1.6666666666666667,NA,Inf,"高知","Kochi"
39,"2019-03-01",NA,9,555,NA,0,0,2,2,101,2019,3,3,0,0,3,NA,Inf,"高知","Kochi"
39,"2019-04-01",NA,1,64,NA,0,0,NA,NA,NA,2019,4,3,0,0,0.3333333333333333,NA,NA,"高知","Kochi"
39,"2019-05-01",NA,7,548,NA,0,0,NA,NA,NA,2019,5,3,0,0,2.3333333333333335,NA,NA,"高知","Kochi"
39,"2019-06-01",NA,3,198,NA,0,0,NA,NA,NA,2019,6,3,0,0,1,NA,NA,"高知","Kochi"
39,"2019-07-01",NA,5,435,NA,0,0,NA,NA,NA,2019,7,3,0,0,1.6666666666666667,NA,NA,"高知","Kochi"
39,"2019-08-01",NA,4,225,NA,0,0,NA,NA,NA,2019,8,3,0,0,1.3333333333333333,NA,NA,"高知","Kochi"
39,"2019-09-01",NA,9,648,NA,0,0,NA,NA,NA,2019,9,3,0,0,3,NA,NA,"高知","Kochi"
39,"2019-10-01",NA,6,423,NA,0,0,NA,NA,NA,2019,10,3,0,0,2,NA,NA,"高知","Kochi"
39,"2019-11-01",NA,5,421,NA,0,0,NA,NA,NA,2019,11,3,0,0,1.6666666666666667,NA,NA,"高知","Kochi"
39,"2019-12-01",NA,5,267,NA,0,0,NA,NA,NA,2019,12,3,0,0,1.6666666666666667,NA,NA,"高知","Kochi"
39,"2020-01-01",NA,2,186,NA,0,0,NA,NA,NA,2020,1,3,0,0,0.6666666666666666,NA,NA,"高知","Kochi"
39,"2020-04-01",3052,2837,460180,414,286,152500,219,132,259.6,2020,4,3,0,0,945.6666666666666,Inf,Inf,"高知","Kochi"
39,"2020-05-01",1645,1766,297750,791,847,451270,303,304,11798.049,2020,5,3,0,0,588.6666666666666,Inf,Inf,"高知","Kochi"
39,"2020-06-01",754,786,139230,848,877,462240,84,79,21041.523,2020,6,3,0,0,262,Inf,Inf,"高知","Kochi"
39,"2020-07-01",568,572,104010,738,740,512600,33,32,14572.573,2020,7,3,0,0,190.66666666666666,Inf,Inf,"高知","Kochi"
39,"2020-08-01",341,361,67550,449,440,602100,31,30,8978.273,2020,8,3,0,0,120.33333333333333,Inf,Inf,"高知","Kochi"
39,"2020-09-01",128,126,24150,529,500,665350,20,21,12113.773,2020,9,3,0,0,42,Inf,Inf,"高知","Kochi"
39,"2020-10-01",175,175,33500,312,364,419300,12,12,6916.923,2020,10,3,0,0,58.333333333333336,Inf,Inf,"高知","Kochi"
39,"2020-11-01",110,124,23150,141,144,223070,41,9,2622.623,2020,11,3,0,0,41.333333333333336,Inf,Inf,"高知","Kochi"
39,"2020-12-01",171,165,30800,249,253,361600,18,16,4401.523,2020,12,3,0,0,55,Inf,Inf,"高知","Kochi"
39,"2021-01-01",215,198,36750,230,227,203600,22,21,4676.923,2021,1,3,0,0,66,Inf,Inf,"高知","Kochi"
39,"2021-02-01",238,235,44250,661,297,241200,16,17,4037.774,2021,2,3,0,0,78.33333333333333,Inf,Inf,"高知","Kochi"
39,"2021-03-01",527,545,104100,2409,2482,1439180,23,23,9269.42,2021,3,3,0,0,181.66666666666666,Inf,Inf,"高知","Kochi"
39,"2021-04-01",251,247,47350,634,897,603900,10,10,7276.01,2021,4,3,0,0,82.33333333333333,Inf,Inf,"高知","Kochi"
39,"2021-05-01",175,169,32800,374,384,356450,12,12,4745.5,2021,5,3,0,0,56.333333333333336,Inf,Inf,"高知","Kochi"
40,"2019-01-01",NA,63,5183,NA,2,690,20,16,1716,2019,1,63,2,16,1,1,1,"福岡","Fukuoka"
40,"2019-02-01",NA,56,4724,NA,4,2214,13,9,1457,2019,2,63,2,16,0.8888888888888888,2,0.5625,"福岡","Fukuoka"
40,"2019-03-01",NA,64,5155,NA,0,0,18,15,1891,2019,3,63,2,16,1.0158730158730158,0,0.9375,"福岡","Fukuoka"
40,"2019-04-01",NA,69,5831,NA,1,990,NA,NA,NA,2019,4,63,2,16,1.0952380952380953,0.5,NA,"福岡","Fukuoka"
40,"2019-05-01",NA,74,6049,NA,1,668,NA,NA,NA,2019,5,63,2,16,1.1746031746031746,0.5,NA,"福岡","Fukuoka"
40,"2019-06-01",NA,62,4740,NA,3,1166,NA,NA,NA,2019,6,63,2,16,0.9841269841269841,1.5,NA,"福岡","Fukuoka"
