...1,...2,...3,被保護世帯数,...5,...6,被保護実人員,...8,...9,保護開始,保護廃止,year_month
NA,和歌山,NA,4801,4765,36,5769,5716,53,43,43,2020-08-01
NA,鳥取,NA,3199,3182,17,3889,3870,19,32,42,2020-08-01
NA,島根,NA,2366,2362,4,2902,2898,4,16,23,2020-08-01
NA,岡山,NA,3513,3497,16,4247,4227,20,31,52,2020-08-01
NA,広島,NA,5590,5557,33,7223,7176,47,44,47,2020-08-01
NA,山口,NA,8315,8282,33,10103,10067,36,66,70,2020-08-01
NA,徳島,NA,10387,10345,42,12902,12845,57,69,80,2020-08-01
NA,香川,NA,3223,3206,17,4007,3985,22,36,30,2020-08-01
NA,愛媛,NA,7511,7421,90,9050,8929,121,58,83,2020-08-01
NA,高知,NA,5656,5608,48,6921,6850,71,48,44,2020-08-01
NA,福岡,NA,37143,37011,132,49802,49591,211,273,296,2020-08-01
NA,佐賀,NA,6479,6431,48,7700,7645,55,56,61,2020-08-01
NA,長崎,NA,7775,7738,37,9853,9810,43,61,81,2020-08-01
NA,熊本,NA,7484,7447,37,9326,9277,49,79,76,2020-08-01
NA,大分,NA,8991,8912,79,10911,10803,108,69,93,2020-08-01
NA,宮崎,NA,7364,7335,29,9037,8994,43,64,75,2020-08-01
NA,鹿児島,NA,11671,11538,133,14815,14649,166,86,128,2020-08-01
NA,沖縄,NA,19811,19723,88,25007,24866,141,231,180,2020-08-01
指定都市（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-01
NA,札幌市,NA,55562,55322,240,71369,71074,295,603,567,2020-08-01
NA,仙台市,NA,14192,14079,113,18339,18194,145,135,156,2020-08-01
NA,さいたま市,NA,15512,15455,57,19653,19581,72,161,147,2020-08-01
NA,千葉市,NA,17228,17048,180,21072,20822,250,270,246,2020-08-01
NA,横浜市,NA,54562,54450,112,68963,68809,154,641,612,2020-08-01
NA,川崎市,NA,23796,23766,30,29912,29875,37,260,299,2020-08-01
NA,相模原市,NA,10478,10450,28,13732,13699,33,108,102,2020-08-01
NA,新潟市,NA,9238,9199,39,11788,11744,44,76,90,2020-08-01
NA,静岡市,NA,7457,7403,54,9339,9259,80,81,66,2020-08-01
NA,浜松市,NA,5689,5636,53,7125,7059,66,53,54,2020-08-01
NA,名古屋市,NA,38555,38333,222,47428,47164,264,484,559,2020-08-01
NA,京都市,NA,32114,31719,395,42033,41486,547,265,305,2020-08-01
NA,大阪市,NA,112816,112308,508,135092,134465,627,1057,1288,2020-08-01
NA,堺市,NA,19303,19266,37,24948,24896,52,154,206,2020-08-01
NA,神戸市,NA,33968,33805,163,44228,44026,202,276,315,2020-08-01
NA,岡山市,NA,9846,9816,30,12836,12796,40,82,115,2020-08-01
NA,広島市,NA,18448,18377,71,23854,23759,95,141,191,2020-08-01
NA,北九州市,NA,18334,18260,74,22672,22589,83,144,160,2020-08-01
NA,福岡市,NA,33628,33496,132,42578,42405,173,332,302,2020-08-01
NA,熊本市,NA,11945,11916,29,14995,14960,35,139,115,2020-08-01
中核市　（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-01
NA,旭川市,NA,9892,9850,42,12228,12178,50,54,71,2020-08-01
NA,函館市,NA,9320,9301,19,11512,11489,23,67,92,2020-08-01
NA,青森市,NA,6747,6745,2,8287,8285,2,34,31,2020-08-01
NA,八戸市,NA,3460,3447,13,4233,4213,20,12,29,2020-08-01
NA,盛岡市,NA,3818,3798,20,4593,4569,24,29,30,2020-08-01
NA,秋田市,NA,4282,4276,6,5275,5259,16,30,30,2020-08-01
NA,山形市,NA,1775,1751,24,2158,2132,26,11,19,2020-08-01
NA,郡山市,NA,2682,2678,4,3244,3240,4,24,17,2020-08-01
NA,いわき市,NA,3326,3320,6,4261,4255,6,34,37,2020-08-01
NA,福島市,NA,2516,2514,2,3083,3081,2,16,21,2020-08-01
NA,水戸市,NA,4068,4035,33,5195,5153,42,39,36,2020-08-01
NA,宇都宮市,NA,6691,6656,35,8272,8225,47,55,56,2020-08-01
NA,前橋市,NA,3428,3386,42,4137,4077,60,33,34,2020-08-01
NA,高崎市,NA,2898,2879,19,3442,3418,24,20,24,2020-08-01
NA,川越市,NA,3452,3450,2,4409,4406,3,46,22,2020-08-01
NA,越谷市,NA,3359,3342,17,4363,4340,23,36,32,2020-08-01
NA,川口市,NA,9048,9025,23,11554,11519,35,77,74,2020-08-01
NA,船橋市,NA,7180,7149,31,9069,9024,45,65,72,2020-08-01
NA,柏市,NA,3777,3765,12,4772,4760,12,51,32,2020-08-01
NA,八王子市,NA,7468,7458,10,9391,9381,10,64,68,2020-08-01
NA,横須賀市,NA,4096,4069,27,5220,5185,35,46,43,2020-08-01
NA,富山市,NA,1922,1918,4,2205,2201,4,23,23,2020-08-01
NA,金沢市,NA,3526,3505,21,4055,4027,28,19,25,2020-08-01
NA,福井市,NA,2064,2040,24,2558,2530,28,11,19,2020-08-01
NA,甲府市,NA,2347,2332,15,2827,2807,20,18,23,2020-08-01
NA,長野市,NA,2636,2609,27,3270,3229,41,20,27,2020-08-01
NA,岐阜市,NA,5154,5119,35,6180,6132,48,21,46,2020-08-01
NA,豊橋市,NA,1735,1725,10,2071,2060,11,21,27,2020-08-01
NA,豊田市,NA,1764,1753,11,2356,2340,16,18,18,2020-08-01
NA,岡崎市,NA,1683,1675,8,2123,2112,11,22,10,2020-08-01
NA,大津市,NA,3017,3006,11,3879,3864,15,28,26,2020-08-01
NA,高槻市,NA,4237,4231,6,5721,5714,7,25,32,2020-08-01
NA,東大阪市,NA,13976,13935,41,17876,17821,55,114,125,2020-08-01
NA,豊中市,NA,7520,7494,26,9685,9649,36,57,60,2020-08-01
NA,枚方市,NA,5723,5689,34,7532,7472,60,36,57,2020-08-01
NA,八尾市,NA,5909,5906,3,7727,7724,3,48,62,2020-08-01
NA,寝屋川市,NA,5465,5438,27,7159,7119,40,36,38,2020-08-01
NA,吹田市,NA,4307,4303,4,5616,5611,5,37,38,2020-08-01
NA,姫路市,NA,6646,6621,25,8251,8223,28,49,51,2020-08-01
NA,西宮市,NA,5939,5884,55,7825,7729,96,41,57,2020-08-01
NA,尼崎市,NA,13736,13715,21,17531,17503,28,117,116,2020-08-01
NA,明石市,NA,3902,3891,11,5102,5087,15,32,37,2020-08-01
NA,奈良市,NA,5415,5351,64,7194,7090,104,22,45,2020-08-01
NA,和歌山市,NA,7425,7396,29,8934,8899,35,52,53,2020-08-01
NA,鳥取市,NA,2165,2143,22,2848,2821,27,18,27,2020-08-01
NA,松江市,NA,2063,2053,10,2646,2636,10,22,24,2020-08-01
NA,倉敷市,NA,5317,5308,9,7102,7090,12,41,62,2020-08-01
NA,福山市,NA,4768,4751,17,6088,6069,19,44,31,2020-08-01
NA,呉市,NA,2744,2711,33,3436,3385,51,17,19,2020-08-01
NA,下関市,NA,3174,3161,13,3874,3856,18,18,37,2020-08-01
NA,高松市,NA,4957,4917,40,6206,6157,49,38,36,2020-08-01
NA,松山市,NA,9585,9571,14,11523,11507,16,65,63,2020-08-01
NA,高知市,NA,8881,8840,41,11222,11162,60,54,71,2020-08-01
NA,久留米市,NA,5200,5185,15,6546,6527,19,30,51,2020-08-01
NA,長崎市,NA,9403,9347,56,12184,12116,68,47,71,2020-08-01
NA,佐世保市,NA,3998,3984,14,5054,5039,15,38,38,2020-08-01
NA,大分市,NA,6997,6940,57,8424,8360,64,43,37,2020-08-01
NA,宮崎市,NA,6874,6855,19,8536,8517,19,56,76,2020-08-01
NA,鹿児島市,NA,11691,11612,79,14847,14757,90,68,87,2020-08-01
NA,那覇市,NA,10268,10260,8,13137,13128,9,104,93,2020-08-01
