...1,...2,...3,被保護世帯数,...5,...6,被保護実人員,...8,...9,保護開始,保護廃止,year_month
NA,大津市,NA,3082,3064,18,4062,4037,25,38,39,2018-06-01
NA,高槻市,NA,4272,4258,14,6022,5997,25,43,29,2018-06-01
NA,東大阪市,NA,14401,14327,74,19090,18987,103,113,148,2018-06-01
NA,豊中市,NA,7655,7616,39,10152,10085,67,55,65,2018-06-01
NA,枚方市,NA,5736,5711,25,7826,7786,40,57,43,2018-06-01
NA,八尾市,NA,5755,5752,3,7823,7818,5,63,50,2018-06-01
NA,姫路市,NA,6750,6731,19,8639,8616,23,47,54,2018-06-01
NA,西宮市,NA,5969,5905,64,8050,7946,104,47,35,2018-06-01
NA,尼崎市,NA,13955,13915,40,18240,18179,61,95,106,2018-06-01
NA,明石市,NA,3951,3938,13,5346,5326,20,22,37,2018-06-01
NA,奈良市,NA,5440,5375,65,7425,7332,93,31,30,2018-06-01
NA,和歌山市,NA,7762,7740,22,9318,9294,24,65,53,2018-06-01
NA,鳥取市,NA,2260,2229,31,3148,3087,61,25,18,2018-06-01
NA,松江市,NA,2112,2099,13,2757,2732,25,22,25,2018-06-01
NA,倉敷市,NA,5299,5285,14,7262,7245,17,56,62,2018-06-01
NA,福山市,NA,4845,4837,8,6392,6382,10,37,41,2018-06-01
NA,呉市,NA,2872,2844,28,3610,3580,30,25,25,2018-06-01
NA,下関市,NA,3376,3361,15,4201,4182,19,19,27,2018-06-01
NA,高松市,NA,4833,4793,40,6149,6098,51,53,41,2018-06-01
NA,松山市,NA,9845,9831,14,12075,12056,19,59,71,2018-06-01
NA,高知市,NA,9203,9141,62,11888,11810,78,72,70,2018-06-01
NA,久留米市,NA,5180,5170,10,6694,6683,11,39,32,2018-06-01
NA,長崎市,NA,9509,9453,56,12623,12550,73,61,57,2018-06-01
NA,佐世保市,NA,4121,4111,10,5324,5307,17,32,25,2018-06-01
NA,大分市,NA,6882,6833,49,8534,8467,67,71,46,2018-06-01
NA,宮崎市,NA,6883,6864,19,8739,8719,20,68,64,2018-06-01
NA,鹿児島市,NA,11655,11548,107,15163,15004,159,72,73,2018-06-01
NA,那覇市,NA,9740,9727,13,12639,12625,14,103,59,2018-06-01
