...1,...2,...3,被保護世帯数,...5,...6,被保護実人員,...8,...9,保護開始,保護廃止,year_month
NA,郡山市,NA,2656,2654,2,3309,3307,2,34,14,2018-09-01
NA,いわき市,NA,3290,3274,16,4249,4233,16,47,35,2018-09-01
NA,福島市,NA,2390,2385,5,2955,2950,5,29,20,2018-09-01
NA,宇都宮市,NA,6701,6643,58,8502,8414,88,70,56,2018-09-01
NA,前橋市,NA,3297,3242,55,3982,3913,69,44,25,2018-09-01
NA,高崎市,NA,2928,2906,22,3505,3477,28,37,40,2018-09-01
NA,川越市,NA,3360,3357,3,4381,4377,4,34,18,2018-09-01
NA,越谷市,NA,3154,3141,13,4220,4204,16,27,34,2018-09-01
NA,川口市,NA,8882,8858,24,11519,11492,27,61,71,2018-09-01
NA,船橋市,NA,7004,6962,42,8980,8912,68,57,61,2018-09-01
NA,柏市,NA,3545,3540,5,4604,4598,6,44,27,2018-09-01
NA,八王子市,NA,7424,7413,11,9541,9522,19,59,44,2018-09-01
NA,横須賀市,NA,4014,3985,29,5159,5109,50,34,23,2018-09-01
NA,富山市,NA,1703,1698,5,1946,1941,5,27,14,2018-09-01
NA,金沢市,NA,3582,3560,22,4209,4185,24,18,33,2018-09-01
NA,長野市,NA,2607,2593,14,3309,3293,16,33,15,2018-09-01
NA,岐阜市,NA,5304,5255,49,6479,6418,61,28,20,2018-09-01
NA,豊橋市,NA,1738,1719,19,2084,2063,21,4,16,2018-09-01
NA,豊田市,NA,1731,1726,5,2349,2341,8,24,16,2018-09-01
NA,岡崎市,NA,1575,1561,14,2015,1997,18,32,19,2018-09-01
NA,大津市,NA,3072,3053,19,4065,4041,24,24,29,2018-09-01
NA,高槻市,NA,4283,4268,15,6029,6005,24,31,36,2018-09-01
NA,東大阪市,NA,14366,14301,65,18977,18884,93,140,110,2018-09-01
NA,豊中市,NA,7635,7598,37,10137,10063,74,56,48,2018-09-01
NA,枚方市,NA,5768,5737,31,7854,7811,43,51,41,2018-09-01
NA,八尾市,NA,5760,5757,3,7813,7807,6,60,75,2018-09-01
NA,姫路市,NA,6756,6744,12,8629,8611,18,56,45,2018-09-01
NA,西宮市,NA,5947,5869,78,8012,7880,132,31,32,2018-09-01
NA,尼崎市,NA,13941,13903,38,18195,18146,49,99,95,2018-09-01
NA,明石市,NA,3932,3911,21,5306,5274,32,18,32,2018-09-01
NA,奈良市,NA,5457,5375,82,7438,7316,122,27,29,2018-09-01
NA,和歌山市,NA,7750,7733,17,9339,9319,20,59,63,2018-09-01
NA,鳥取市,NA,2243,2208,35,3103,3038,65,15,19,2018-09-01
NA,松江市,NA,2097,2088,9,2737,2720,17,21,18,2018-09-01
NA,倉敷市,NA,5288,5268,20,7213,7186,27,62,63,2018-09-01
NA,福山市,NA,4843,4833,10,6351,6339,12,37,29,2018-09-01
NA,呉市,NA,2853,2815,38,3590,3544,46,22,26,2018-09-01
NA,下関市,NA,3383,3362,21,4190,4160,30,27,28,2018-09-01
NA,高松市,NA,4866,4828,38,6175,6122,53,42,41,2018-09-01
NA,松山市,NA,9796,9782,14,11991,11975,16,58,63,2018-09-01
NA,高知市,NA,9178,9110,68,11833,11743,90,61,66,2018-09-01
NA,久留米市,NA,5168,5158,10,6672,6661,11,28,33,2018-09-01
NA,長崎市,NA,9473,9413,60,12533,12464,69,56,77,2018-09-01
NA,佐世保市,NA,4126,4111,15,5309,5285,24,36,37,2018-09-01
NA,大分市,NA,6930,6873,57,8552,8474,78,54,37,2018-09-01
NA,宮崎市,NA,6888,6870,18,8730,8712,18,69,42,2018-09-01
NA,鹿児島市,NA,11689,11546,143,15199,14990,209,83,82,2018-09-01
NA,那覇市,NA,9817,9795,22,12719,12696,23,100,65,2018-09-01
