...1,...2,...3,被保護世帯数,...5,...6,被保護実人員,...8,...9,保護開始,保護廃止,year_month
NA,堺市,NA,19361,19323,38,25066,25014,52,222,212,2020-07-01
NA,神戸市,NA,34015,33859,156,44345,44148,197,285,323,2020-07-01
NA,岡山市,NA,9857,9828,29,12853,12813,40,82,93,2020-07-01
NA,広島市,NA,18485,18422,63,23933,23849,84,165,178,2020-07-01
NA,北九州市,NA,18352,18268,84,22734,22637,97,114,162,2020-07-01
NA,福岡市,NA,33649,33524,125,42662,42495,167,325,353,2020-07-01
NA,熊本市,NA,11916,11888,28,14984,14948,36,136,110,2020-07-01
中核市　（別掲）,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01
NA,旭川市,NA,9930,9889,41,12291,12244,47,82,92,2020-07-01
NA,函館市,NA,9330,9310,20,11542,11518,24,69,77,2020-07-01
NA,青森市,NA,6766,6763,3,8320,8317,3,58,53,2020-07-01
NA,八戸市,NA,3473,3461,12,4248,4234,14,24,25,2020-07-01
NA,盛岡市,NA,3826,3812,14,4611,4591,20,28,37,2020-07-01
NA,秋田市,NA,4296,4288,8,5305,5285,20,32,44,2020-07-01
NA,山形市,NA,1781,1763,18,2167,2148,19,19,17,2020-07-01
NA,郡山市,NA,2686,2682,4,3250,3246,4,35,28,2020-07-01
NA,いわき市,NA,3331,3324,7,4271,4261,10,36,39,2020-07-01
NA,福島市,NA,2533,2531,2,3094,3092,2,32,33,2020-07-01
NA,水戸市,NA,4062,4033,29,5186,5150,36,41,33,2020-07-01
NA,宇都宮市,NA,6691,6659,32,8282,8240,42,51,55,2020-07-01
NA,前橋市,NA,3432,3398,34,4145,4093,52,33,37,2020-07-01
NA,高崎市,NA,2899,2879,20,3442,3416,26,22,21,2020-07-01
NA,川越市,NA,3436,3432,4,4387,4378,9,37,30,2020-07-01
NA,越谷市,NA,3358,3342,16,4381,4360,21,39,35,2020-07-01
NA,川口市,NA,9025,9009,16,11539,11515,24,93,54,2020-07-01
NA,船橋市,NA,7181,7150,31,9078,9039,39,47,66,2020-07-01
NA,柏市,NA,3748,3738,10,4739,4729,10,32,22,2020-07-01
NA,八王子市,NA,7454,7444,10,9386,9375,11,50,50,2020-07-01
NA,横須賀市,NA,4086,4056,30,5204,5161,43,44,36,2020-07-01
NA,富山市,NA,1915,1910,5,2197,2192,5,30,16,2020-07-01
NA,金沢市,NA,3523,3502,21,4054,4027,27,17,16,2020-07-01
NA,福井市,NA,2088,2067,21,2585,2560,25,31,35,2020-07-01
NA,甲府市,NA,2354,2338,16,2836,2815,21,22,25,2020-07-01
NA,長野市,NA,2639,2609,30,3283,3231,52,37,23,2020-07-01
NA,岐阜市,NA,5168,5133,35,6201,6153,48,40,35,2020-07-01
NA,豊橋市,NA,1724,1714,10,2047,2035,12,16,10,2020-07-01
NA,豊田市,NA,1766,1757,9,2357,2343,14,28,20,2020-07-01
NA,岡崎市,NA,1670,1662,8,2103,2092,11,37,9,2020-07-01
NA,大津市,NA,3019,3009,10,3886,3873,13,31,30,2020-07-01
NA,高槻市,NA,4238,4231,7,5725,5716,9,28,26,2020-07-01
NA,東大阪市,NA,13983,13940,43,17909,17853,56,109,121,2020-07-01
NA,豊中市,NA,7525,7500,25,9717,9683,34,49,62,2020-07-01
NA,枚方市,NA,5721,5691,30,7531,7475,56,36,34,2020-07-01
NA,八尾市,NA,5919,5916,3,7744,7741,3,51,58,2020-07-01
NA,寝屋川市,NA,5470,5441,29,7170,7127,43,58,41,2020-07-01
NA,吹田市,NA,4300,4298,2,5611,5609,2,35,30,2020-07-01
NA,姫路市,NA,6646,6629,17,8265,8245,20,51,49,2020-07-01
NA,西宮市,NA,5941,5884,57,7847,7753,94,36,43,2020-07-01
NA,尼崎市,NA,13725,13703,22,17524,17496,28,97,106,2020-07-01
NA,明石市,NA,3914,3897,17,5128,5104,24,31,44,2020-07-01
NA,奈良市,NA,5421,5364,57,7215,7121,94,38,28,2020-07-01
NA,和歌山市,NA,7443,7414,29,8977,8940,37,65,70,2020-07-01
NA,鳥取市,NA,2171,2152,19,2852,2830,22,9,24,2020-07-01
NA,松江市,NA,2064,2052,12,2647,2635,12,21,23,2020-07-01
NA,倉敷市,NA,5337,5326,11,7130,7114,16,55,61,2020-07-01
NA,福山市,NA,4771,4757,14,6103,6087,16,41,47,2020-07-01
NA,呉市,NA,2749,2717,32,3450,3398,52,15,22,2020-07-01
NA,下関市,NA,3182,3167,15,3883,3863,20,25,26,2020-07-01
NA,高松市,NA,4956,4913,43,6216,6161,55,49,37,2020-07-01
NA,松山市,NA,9589,9573,16,11533,11515,18,47,69,2020-07-01
NA,高知市,NA,8883,8843,40,11245,11190,55,58,56,2020-07-01
NA,久留米市,NA,5207,5193,14,6550,6533,17,42,37,2020-07-01
NA,長崎市,NA,9408,9356,52,12210,12147,63,46,52,2020-07-01
NA,佐世保市,NA,3986,3976,10,5049,5039,10,30,26,2020-07-01
NA,大分市,NA,7010,6948,62,8465,8393,72,62,56,2020-07-01
NA,宮崎市,NA,6883,6859,24,8555,8530,25,56,65,2020-07-01
NA,鹿児島市,NA,11701,11615,86,14900,14796,104,68,78,2020-07-01
NA,那覇市,NA,10243,10235,8,13096,13088,8,79,81,2020-07-01
