...1,...2,...3,被保護世帯数,...5,...6,被保護実人員,...8,...9,保護開始,保護廃止,year_month
NA,函館市,NA,9456,9442,14,12062,12048,14,84,82,2018-01-01
NA,青森市,NA,6805,6800,5,8607,8601,6,34,49,2018-01-01
NA,八戸市,NA,3648,3637,11,4566,4554,12,13,34,2018-01-01
NA,盛岡市,NA,3785,3776,9,4787,4774,13,35,28,2018-01-01
NA,秋田市,NA,4277,4274,3,5371,5367,4,30,30,2018-01-01
NA,郡山市,NA,2643,2633,10,3271,3261,10,26,46,2018-01-01
NA,いわき市,NA,3282,3261,21,4277,4255,22,39,42,2018-01-01
NA,宇都宮市,NA,6691,6629,62,8623,8539,84,38,58,2018-01-01
NA,前橋市,NA,3189,3147,42,3899,3844,55,30,32,2018-01-01
NA,高崎市,NA,2883,2861,22,3496,3468,28,24,32,2018-01-01
NA,川越市,NA,3358,3354,4,4434,4428,6,26,29,2018-01-01
NA,越谷市,NA,3059,3036,23,4124,4092,32,33,27,2018-01-01
NA,船橋市,NA,6954,6914,40,8986,8926,60,59,61,2018-01-01
NA,柏市,NA,3497,3495,2,4598,4596,2,31,43,2018-01-01
NA,八王子市,NA,7512,7502,10,9709,9694,15,54,64,2018-01-01
NA,横須賀市,NA,4047,4013,34,5288,5235,53,14,46,2018-01-01
NA,富山市,NA,1643,1637,6,1867,1860,7,20,14,2018-01-01
NA,金沢市,NA,3654,3627,27,4294,4263,31,20,37,2018-01-01
NA,長野市,NA,2547,2531,16,3229,3209,20,22,25,2018-01-01
NA,岐阜市,NA,5319,5266,53,6539,6455,84,46,55,2018-01-01
NA,豊橋市,NA,1786,1775,11,2167,2156,11,27,29,2018-01-01
NA,豊田市,NA,1739,1730,9,2367,2354,13,21,18,2018-01-01
NA,岡崎市,NA,1549,1538,11,2016,1994,22,16,18,2018-01-01
NA,大津市,NA,3083,3059,24,4083,4050,33,30,18,2018-01-01
NA,高槻市,NA,4257,4248,9,6087,6076,11,27,39,2018-01-01
NA,東大阪市,NA,14577,14516,61,19554,19463,91,122,109,2018-01-01
NA,豊中市,NA,7662,7635,27,10221,10176,45,59,54,2018-01-01
NA,枚方市,NA,5727,5708,19,7893,7861,32,33,55,2018-01-01
NA,姫路市,NA,6782,6769,13,8732,8717,15,51,59,2018-01-01
NA,西宮市,NA,5956,5886,70,8126,8005,121,38,37,2018-01-01
NA,尼崎市,NA,13927,13884,43,18316,18252,64,116,96,2018-01-01
NA,奈良市,NA,5487,5406,81,7560,7440,120,31,41,2018-01-01
NA,和歌山市,NA,7761,7748,13,9320,9304,16,74,75,2018-01-01
NA,倉敷市,NA,5278,5272,6,7311,7304,7,61,71,2018-01-01
NA,福山市,NA,4876,4867,9,6483,6469,14,40,39,2018-01-01
NA,呉市,NA,2911,2890,21,3700,3675,25,20,39,2018-01-01
NA,下関市,NA,3418,3405,13,4314,4298,16,20,32,2018-01-01
NA,高松市,NA,4815,4769,46,6150,6098,52,37,42,2018-01-01
NA,松山市,NA,9903,9887,16,12249,12225,24,44,82,2018-01-01
NA,高知市,NA,9227,9165,62,12033,11946,87,44,56,2018-01-01
NA,久留米市,NA,5210,5201,9,6780,6768,12,32,44,2018-01-01
NA,長崎市,NA,9567,9512,55,12845,12769,76,31,68,2018-01-01
NA,佐世保市,NA,4147,4132,15,5407,5386,21,21,41,2018-01-01
NA,大分市,NA,6875,6836,39,8571,8523,48,35,55,2018-01-01
NA,宮崎市,NA,6903,6871,32,8823,8787,36,52,66,2018-01-01
NA,鹿児島市,NA,11713,11604,109,15243,15122,121,82,87,2018-01-01
NA,那覇市,NA,9661,9649,12,12604,12590,14,85,72,2018-01-01
