...1,...2,...3,被保護世帯数,...5,...6,被保護実人員,...8,...9,保護開始,保護廃止,year_month
NA,倉敷市,NA,5278,5263,15,7203,7179,24,53,59,2018-10-01
NA,福山市,NA,4861,4849,12,6375,6358,17,47,50,2018-10-01
NA,呉市,NA,2844,2808,36,3581,3538,43,17,28,2018-10-01
NA,下関市,NA,3379,3357,22,4181,4156,25,24,37,2018-10-01
NA,高松市,NA,4869,4829,40,6180,6129,51,44,47,2018-10-01
NA,松山市,NA,9790,9778,12,11974,11961,13,57,84,2018-10-01
NA,高知市,NA,9168,9112,56,11810,11734,76,56,76,2018-10-01
NA,久留米市,NA,5174,5165,9,6696,6686,10,39,43,2018-10-01
NA,長崎市,NA,9460,9404,56,12526,12461,65,64,66,2018-10-01
NA,佐世保市,NA,4123,4108,15,5303,5277,26,34,37,2018-10-01
NA,大分市,NA,6953,6898,55,8575,8500,75,60,56,2018-10-01
NA,宮崎市,NA,6931,6916,15,8788,8773,15,85,68,2018-10-01
NA,鹿児島市,NA,11708,11562,146,15186,14985,201,101,97,2018-10-01
NA,那覇市,NA,9838,9816,22,12723,12700,23,86,80,2018-10-01
